[0:00:00.00]-[0:00:01.00]  en el año.
[0:45:01.00]-[0:45:03.00]  los ayunos y esto se respetaba mucho,
[0:45:03.00]-[0:45:05.00]  así como ahora ya no se deja.
[0:45:05.00]-[0:45:07.00]  Y entonces, claro, decían,
[0:45:07.00]-[0:45:09.00]  pues en un día éste nos atraemos
[0:45:09.00]-[0:45:11.00]  porque después ya venga la ayuno.
[0:45:11.00]-[0:45:13.00]  Y después la otra medida que se hace es para Pascua.
[0:45:13.00]-[0:45:15.00]  Antes, la entierro de la sardina.
[0:45:15.00]-[0:45:17.00]  En Techoacán me acuerdo, ¿no?
[0:45:17.00]-[0:45:19.00]  Sí.
[0:45:19.00]-[0:45:21.00]  Pero venía después de Pascua.
[0:45:21.00]-[0:45:23.00]  Pero venía después de Pascua.
[0:45:23.00]-[0:45:25.00]  Venía después de Pascua.
[0:45:25.00]-[0:45:27.00]  En la dimecres de sendero,
[0:45:27.00]-[0:45:29.00]  miércoles de ceniza.
[0:45:29.00]-[0:45:31.00]  Creo que decían que entierran la sardina.
[0:45:31.00]-[0:45:33.00]  Sí.
[0:45:33.00]-[0:45:35.00]  Y entonces comías la sardina y los jóvenes,
[0:45:35.00]-[0:45:37.00]  pues mirad en qué manera que ibas al campo.
[0:45:37.00]-[0:45:39.00]  Y abríamos un agujerito y enterrábamos la espina.
[0:45:39.00]-[0:45:41.00]  La espina.
[0:45:41.00]-[0:45:43.00]  Pero pasaba por mi rato a la tarde.
[0:45:43.00]-[0:45:45.00]  No nos dejaban ir a ningún sitio antes.
[0:45:45.00]-[0:45:47.00]  Y después se hacía en Pascua,
[0:45:47.00]-[0:45:49.00]  el día Domingo de Ramos,
[0:45:49.00]-[0:45:51.00]  la mona de paso que decíamos.
[0:45:51.00]-[0:45:53.00]  Sí, también.
[0:45:53.00]-[0:45:55.00]  Un bollo que se hacía, un rosco y allí había un huevo.
[0:45:55.00]-[0:45:57.00]  Y normalmente te lo ibas a comer,
[0:45:57.00]-[0:45:59.00]  o bien al cine, o bien...
[0:45:59.00]-[0:46:01.00]  De confitura de cabello de ángel.
[0:46:01.00]-[0:46:03.00]  O ibas a la fútbol y también era otra merienda.
[0:46:03.00]-[0:46:05.00]  Y después las meriendas que se hacían...
[0:46:05.00]-[0:46:07.00]  Y el huevo.
[0:46:07.00]-[0:46:09.00]  Venía por eso el huevo,
[0:46:09.00]-[0:46:11.00]  que te ponían en y disfrutabas
[0:46:11.00]-[0:46:13.00]  porque tenías que darle aquí
[0:46:13.00]-[0:46:15.00]  a quien sea y que no se diera cuenta.
[0:46:15.00]-[0:46:17.00]  Y que no le diera de cuenta.
[0:46:17.00]-[0:46:19.00]  Y que no, que te escláfolo.
[0:46:19.00]-[0:46:21.00]  Que te escláfolo.
[0:46:21.00]-[0:46:23.00]  Era una...
[0:46:23.00]-[0:46:25.00]  De una parte hace más punta el huevo.
[0:46:25.00]-[0:46:27.00]  Y de la otra no.
[0:46:27.00]-[0:46:29.00]  Tenía que ser todo de lado,
[0:46:29.00]-[0:46:31.00]  o todo de ancho,
[0:46:31.00]-[0:46:33.00]  o si no la parte de...
[0:46:33.00]-[0:46:35.00]  Te hacía mal.
[0:46:35.00]-[0:46:37.00]  Pues era...
[0:46:37.00]-[0:46:39.00]  La de...
[0:46:39.00]-[0:46:41.00]  Aquí te escláfolo.
[0:46:41.00]-[0:46:43.00]  Aquí te escláfolo.
[0:46:45.00]-[0:46:47.00]  ¿Podéis explicaros usted cómo se hacía el jabón?
[0:46:47.00]-[0:46:49.00]  Ahora me lo hace él,
[0:46:49.00]-[0:46:51.00]  que aún me lo hace.
[0:46:51.00]-[0:46:53.00]  Y tenemos la...
[0:46:53.00]-[0:46:55.00]  Los abuelos,
[0:46:55.00]-[0:46:57.00]  y a él a veces aún me lo hago hacer.
[0:46:59.00]-[0:47:01.00]  ¿Y cuál es la técnica?
[0:47:01.00]-[0:47:03.00]  ¿Qué materiales utiliza?
[0:47:03.00]-[0:47:05.00]  Ateite de oliva,
[0:47:05.00]-[0:47:07.00]  pero lo que...
[0:47:07.00]-[0:47:09.00]  El que hay que tirar.
[0:47:09.00]-[0:47:11.00]  El que sobra dentro del filtro lo guardan en un...
[0:47:11.00]-[0:47:13.00]  Aquello que ahora lo filtra
[0:47:13.00]-[0:47:15.00]  y luego lo vuelve a filtrar
[0:47:15.00]-[0:47:17.00]  en aquellos embudos de tela.
[0:47:17.00]-[0:47:19.00]  O sea, se filtra...
[0:47:19.00]-[0:47:21.00]  Aquí cuando lo tiras al...
[0:47:21.00]-[0:47:23.00]  El reto que compra ahora
[0:47:23.00]-[0:47:25.00]  para el aceite este,
[0:47:25.00]-[0:47:27.00]  ya va allí un coladorcito,
[0:47:27.00]-[0:47:29.00]  pero luego lo dejo en un tarro
[0:47:29.00]-[0:47:31.00]  y él luego lo pasa todo abajo
[0:47:31.00]-[0:47:33.00]  y lo filtra.
[0:47:33.00]-[0:47:35.00]  ¿Es como madre, pues,
[0:47:35.00]-[0:47:37.00]  será mejor los niños?
[0:47:37.00]-[0:47:39.00]  ¿Cómo se criaba en aquella época?
[0:47:39.00]-[0:47:41.00]  Bueno,
[0:47:41.00]-[0:47:43.00]  lavando de todo.
[0:47:43.00]-[0:47:45.00]  No había nada de esto.
[0:47:45.00]-[0:47:47.00]  Yo soy de la Cusguerra, claro,
[0:47:47.00]-[0:47:49.00]  de 1945.
[0:47:49.00]-[0:47:51.00]  Y mi hija es del 70.
[0:47:51.00]-[0:47:53.00]  Y a los 70 aún se hacía así, ¿eh?
[0:47:53.00]-[0:47:55.00]  O sea,
[0:47:55.00]-[0:47:57.00]  era, pues, todos los pañales
[0:47:57.00]-[0:47:59.00]  eran unos trapos,
[0:47:59.00]-[0:48:01.00]  así, más finos unos,
[0:48:01.00]-[0:48:03.00]  más gorditos los otros,
[0:48:03.00]-[0:48:05.00]  y con sobrehilado de casa
[0:48:05.00]-[0:48:07.00]  la tela blanca y el hilo rojo.
[0:48:07.00]-[0:48:09.00]  Todos, ¿eh?
[0:48:09.00]-[0:48:11.00]  Y así dábamos las puntadas,
[0:48:11.00]-[0:48:13.00]  ¿eh? Sí, toda la vuelta
[0:48:13.00]-[0:48:15.00]  de lo que era el pañal, que digamos.
[0:48:15.00]-[0:48:17.00]  Ahora,
[0:48:17.00]-[0:48:19.00]  le ponías luego de ponerle
[0:48:19.00]-[0:48:21.00]  la ropa y esto, eran paños
[0:48:21.00]-[0:48:23.00]  y rellenos.
[0:48:23.00]-[0:48:25.00]  ¿Y le ponías...?
[0:48:25.00]-[0:48:27.00]  Una, unos 20 pasados.
[0:48:27.00]-[0:48:29.00]  Y le ponías una toalla pequeña,
[0:48:29.00]-[0:48:31.00]  envolviéndolo,
[0:48:31.00]-[0:48:33.00]  pero luego todo lo que podías,
[0:48:33.00]-[0:48:35.00]  pero te lo ponías en la cama
[0:48:35.00]-[0:48:37.00]  y...
[0:48:37.00]-[0:48:39.00]  todo mojado.
[0:48:39.00]-[0:48:41.00]  Y luego ibas a lavarlo todo
[0:48:41.00]-[0:48:43.00]  en esta cequilla con la tabla.
[0:48:43.00]-[0:48:45.00]  Y eso, invierno, verano,
[0:48:45.00]-[0:48:47.00]  todo así.
[0:48:47.00]-[0:48:49.00]  Incluso los colchones eran
[0:48:49.00]-[0:48:51.00]  de lana y cada tres años
[0:48:51.00]-[0:48:53.00]  o así se harían cada año.
[0:48:53.00]-[0:48:55.00]  De lana el que tenía.
[0:48:55.00]-[0:48:57.00]  Se iba la lana que tenían y algunos
[0:48:57.00]-[0:48:59.00]  de esto, del maíz que humaba.
[0:48:59.00]-[0:49:01.00]  Las hojas del maíz.
[0:49:01.00]-[0:49:03.00]  El maíz que ahora los comeis, pero en vez de este
[0:49:03.00]-[0:49:05.00]  de los pollos y los animales.
[0:49:05.00]-[0:49:07.00]  Las mazorcas de maíz.
[0:49:07.00]-[0:49:09.00]  Las hojas de maíz,
[0:49:09.00]-[0:49:11.00]  que la importura, la importura, las que
[0:49:11.00]-[0:49:13.00]  son unas hojas así, pues aquellas se limpiaban
[0:49:13.00]-[0:49:15.00]  y las mejores se ponían dentro de la cocción.
[0:49:15.00]-[0:49:17.00]  Y cuando dormías...
[0:49:17.00]-[0:49:19.00]  ¡Crack, crack, crack!
[0:49:19.00]-[0:49:21.00]  Pero bueno, los pequeñitos...
[0:49:21.00]-[0:49:23.00]  Y luego ya eran estos con lana,
[0:49:23.00]-[0:49:25.00]  si podías, de las ovejas cuando los desquilaban.
[0:49:25.00]-[0:49:27.00]  Y después los había que lavarla.
[0:49:27.00]-[0:49:29.00]  Se lavaba cada
[0:49:29.00]-[0:49:31.00]  dos, tres años o así.
[0:49:31.00]-[0:49:33.00]  Íbamos a una cequilla más arriba que era más alta,
[0:49:33.00]-[0:49:35.00]  había nao de robos, colgaban por allí
[0:49:35.00]-[0:49:37.00]  y a que se secara luego
[0:49:37.00]-[0:49:39.00]  pedías a la que hacía
[0:49:39.00]-[0:49:41.00]  los ponchones.
[0:49:41.00]-[0:49:43.00]  La matasala cera.
[0:49:43.00]-[0:49:45.00]  La matasala cera que decíamos nosotros.
[0:49:45.00]-[0:49:47.00]  La ponchona. La matasala cera que decíamos.
[0:49:47.00]-[0:49:49.00]  Y ella primero con unas tablas
[0:49:49.00]-[0:49:51.00]  ponía unos cabelletes
[0:49:51.00]-[0:49:53.00]  y aquí ella sabía
[0:49:53.00]-[0:49:55.00]  que con dos varas daban golpes
[0:49:55.00]-[0:49:57.00]  y yo no sé cómo lo hacían, daban unas
[0:49:57.00]-[0:49:59.00]  vueltas a la lana.
[0:49:59.00]-[0:50:01.00]  Era una especialista.
[0:50:01.00]-[0:50:03.00]  Cuando ya no salía nada de polvo
[0:50:03.00]-[0:50:05.00]  luego tenía que habías lavado
[0:50:05.00]-[0:50:07.00]  las telas del colchón
[0:50:07.00]-[0:50:09.00]  que habías deshecho
[0:50:09.00]-[0:50:11.00]  y las ponían al suelo
[0:50:11.00]-[0:50:13.00]  abajo, como no me sabía más
[0:50:13.00]-[0:50:15.00]  así, debajo y ponían la lana
[0:50:15.00]-[0:50:17.00]  como ya sabían, daban media
[0:50:17.00]-[0:50:19.00]  parte de la tela
[0:50:19.00]-[0:50:21.00]  tal como tenía que ir la lana
[0:50:21.00]-[0:50:23.00]  medio colchón, debajo, por ejemplo.
[0:50:23.00]-[0:50:25.00]  Allí toda la lana. El otro
[0:50:25.00]-[0:50:27.00]  recogido hasta que terminaban
[0:50:27.00]-[0:50:29.00]  de ponerla toda bien, le daban
[0:50:29.00]-[0:50:31.00]  la vuelta. Unos se hacían muy sencillos
[0:50:31.00]-[0:50:33.00]  solo cosidos una vuelta y ya está
[0:50:33.00]-[0:50:35.00]  que eran más baratos de hacer
[0:50:35.00]-[0:50:37.00]  y los que quedaban tipo colchón
[0:50:37.00]-[0:50:39.00]  entre comillas, de estos de ahora
[0:50:39.00]-[0:50:41.00]  se hacían con un regorde
[0:50:41.00]-[0:50:43.00]  por ejemplo, esto aquéllas lo
[0:50:43.00]-[0:50:45.00]  cosían así el normal y ya estaba
[0:50:45.00]-[0:50:47.00]  todo el colchón, imagínate.
[0:50:47.00]-[0:50:49.00]  Y luego no, éste tenían que hacer un doble
[0:50:49.00]-[0:50:51.00]  así que les costaban con la aguja
[0:50:51.00]-[0:50:53.00]  para que no se lo dieran y dale.
[0:50:53.00]-[0:50:55.00]  Y se decían
[0:50:55.00]-[0:50:57.00]  colchón normal, no
[0:50:57.00]-[0:50:59.00]  ¿Cómo se día la? ¿Cómo se decía
[0:50:59.00]-[0:51:01.00]  el otro? Ay, ahora no me recuerdo.
[0:51:01.00]-[0:51:03.00]  Este lo que se
[0:51:03.00]-[0:51:05.00]  ha...
[0:51:05.00]-[0:51:07.00]  Lo normal está
[0:51:07.00]-[0:51:09.00]  quedaba todo, aquel sí que se quedaba
[0:51:09.00]-[0:51:11.00]  todo ya, no como ahora pero
[0:51:11.00]-[0:51:13.00]  no se movía ya casi la
[0:51:13.00]-[0:51:15.00]  lana mirada. A la inglesa.
[0:51:15.00]-[0:51:17.00]  A la inglesa.
[0:51:17.00]-[0:51:19.00]  Que nosotros llamamos a la inglesa.
[0:51:19.00]-[0:51:21.00]  Estos es más bien a la inglesa
[0:51:21.00]-[0:51:23.00]  nosotros, tantas cosas habían de estos
[0:51:23.00]-[0:51:25.00]  pues llenar en la pared. Después también
[0:51:25.00]-[0:51:27.00]  se hacían la conserva de aceituna
[0:51:27.00]-[0:51:29.00]  también eso.
[0:51:29.00]-[0:51:31.00]  Y aún se hace de tomate, de aceituna,
[0:51:31.00]-[0:51:33.00]  de pulidas, de todo.
[0:51:33.00]-[0:51:35.00]  De los puntos de la tierra se hacía conserva
[0:51:35.00]-[0:51:37.00]  de todo, de tomate, de pulidas, de pepinillos.
[0:51:37.00]-[0:51:39.00]  Bueno, pero ya no hay tantos.
[0:51:39.00]-[0:51:41.00]  De oliva es que casi todo el mundo
[0:51:41.00]-[0:51:43.00]  ponía aceituna del
[0:51:43.00]-[0:51:45.00]  monte y nosotros poníamos
[0:51:45.00]-[0:51:47.00]  rotas o con sosa,
[0:51:47.00]-[0:51:49.00]  con hierbas, con sal, con agua,
[0:51:49.00]-[0:51:51.00]  con aceite, cada uno las ponía como
[0:51:51.00]-[0:51:53.00]  quería. Y eso
[0:51:53.00]-[0:51:55.00]  en todas las casas se ponía aceituna
[0:51:55.00]-[0:51:57.00]  de conserva.
[0:51:57.00]-[0:51:59.00]  Y de guarda, de todo también en conserva.
[0:51:59.00]-[0:52:01.00]  Y no mientras las martillas se podían comer.
[0:52:01.00]-[0:52:03.00]  Y las almendras
[0:52:03.00]-[0:52:05.00]  que recoges, pues luego él me las
[0:52:05.00]-[0:52:07.00]  rompe. Luego pues si las
[0:52:07.00]-[0:52:09.00]  tengo que escaldar, porque unas son
[0:52:09.00]-[0:52:11.00]  peladas, otras son para
[0:52:11.00]-[0:52:13.00]  asar, que digamos habrá un crón, las antes
[0:52:13.00]-[0:52:15.00]  era bueno o bueno. Pues luego
[0:52:15.00]-[0:52:17.00]  solo es escaldarlas, sin pelarlas
[0:52:17.00]-[0:52:19.00]  y luego dejarlas escurrir
[0:52:19.00]-[0:52:21.00]  y luego ponerlas. Esto todo lo hacemos
[0:52:21.00]-[0:52:23.00]  de casa. Y otras se rompían para
[0:52:23.00]-[0:52:25.00]  almendraos.
[0:52:25.00]-[0:52:27.00]  Que se llaman así.
[0:52:27.00]-[0:52:29.00]  Todo era hecho de casa.
[0:52:29.00]-[0:52:31.00]  En los pueblos agrícolas todo se aprovecha.
[0:52:31.00]-[0:52:33.00]  Nosotros aún seguimos todo como los padres.
[0:52:33.00]-[0:52:35.00]  Y mi hija, este jabón, según para qué
[0:52:35.00]-[0:52:37.00]  luego lo ponemos a la bebedora.
[0:52:37.00]-[0:52:39.00]  Pero primero lo pone a remojo
[0:52:39.00]-[0:52:41.00]  en agua caliente, los tragos de cocina
[0:52:41.00]-[0:52:43.00]  que no le quedaban agua, si no era todo
[0:52:43.00]-[0:52:45.00]  con lequía. Pues primero lo pone a remojo.
[0:52:45.00]-[0:52:47.00]  Luego le da
[0:52:47.00]-[0:52:49.00]  con este jabón, que
[0:52:49.00]-[0:52:51.00]  lleva un poco de sosa.
[0:52:51.00]-[0:52:53.00]  Y ya cuando lo tiene aclarado
[0:52:53.00]-[0:52:55.00]  y lo vea un poco bien, a la
[0:52:55.00]-[0:52:57.00]  lavadora con la ropa del color que sea.
[0:52:57.00]-[0:52:59.00]  O sea que ella aún me gasta.
[0:52:59.00]-[0:53:01.00]  O sea, gasta como todos los jóvenes.
[0:53:01.00]-[0:53:03.00]  Pero además,
[0:53:03.00]-[0:53:05.00]  como lo veía aquí,
[0:53:05.00]-[0:53:07.00]  queda más...
[0:53:07.00]-[0:53:09.00]  Es como una toalla,
[0:53:09.00]-[0:53:11.00]  los tragos que decimos
[0:53:11.00]-[0:53:13.00]  de la cocina. Siempre queda más
[0:53:13.00]-[0:53:15.00]  todo con las toallas. Y con esto
[0:53:15.00]-[0:53:17.00]  queda más suave, aunque lo pongas a la
[0:53:17.00]-[0:53:19.00]  lavadora y suave.
[0:53:19.00]-[0:53:21.00]  Y no queda aquello tan tieso.
[0:53:21.00]-[0:53:23.00]  Son cosas que según en qué
[0:53:23.00]-[0:53:25.00]  quedan mejor.
[0:53:25.00]-[0:53:27.00]  Pero esto de un prisma,
[0:53:27.00]-[0:53:29.00]  si te trabajas o algo,
[0:53:29.00]-[0:53:31.00]  haz todo esto.
[0:53:31.00]-[0:53:33.00]  Ha evolucionado todo y estoy
[0:53:33.00]-[0:53:35.00]  a...
[0:53:35.00]-[0:53:37.00]  No, es que no puede ser.
[0:53:37.00]-[0:53:39.00]  La gente es fabulosa.
[0:53:39.00]-[0:53:41.00]  ¿Ustedes a qué se han dedicado
[0:53:41.00]-[0:53:43.00]  a la vida?
[0:53:43.00]-[0:53:45.00]  Yo, modista. Y él, carpintero.
[0:53:45.00]-[0:53:47.00]  Y yo he contado un día suyo a ella.
[0:53:47.00]-[0:53:49.00]  O sea que de todo esto nada, pero
[0:53:49.00]-[0:53:51.00]  lo hemos visto en casa.
[0:53:51.00]-[0:53:53.00]  Todos hemos tenido un tronco de tierra
[0:53:53.00]-[0:53:55.00]  y los amigos por ayudar.
[0:53:55.00]-[0:53:57.00]  Los fines de semana
[0:53:57.00]-[0:53:59.00]  siempre ha salido.
[0:53:59.00]-[0:54:01.00]  Para patatas, para judías, tomates,
[0:54:01.00]-[0:54:03.00]  todo. Y un tronco de
[0:54:03.00]-[0:54:05.00]  montaña para hacer aceite para casa.
[0:54:05.00]-[0:54:07.00]  Mi abuelo estaba,
[0:54:07.00]-[0:54:09.00]  se había tenido un hitos
[0:54:09.00]-[0:54:11.00]  que se decía ahora y estuvo 3 o 4
[0:54:11.00]-[0:54:13.00]  años impedido en la cama sin poder
[0:54:13.00]-[0:54:15.00]  se levantar. Mi madrea no podía ir con mi
[0:54:15.00]-[0:54:17.00]  padre. Mi padre trabajaba también
[0:54:17.00]-[0:54:19.00]  en la fábrica de cemento.
[0:54:19.00]-[0:54:21.00]  Pero los fines de semana es cuando
[0:54:21.00]-[0:54:23.00]  se aprovechaba de ir.
[0:54:23.00]-[0:54:25.00]  Claro, él solo no podía ir y a mí bien jovencita
[0:54:25.00]-[0:54:27.00]  los fines de semana en vez de
[0:54:27.00]-[0:54:29.00]  como era joven aún,
[0:54:29.00]-[0:54:31.00]  no podía salir. Y me llevaba a la montaña
[0:54:31.00]-[0:54:33.00]  y teníamos que estar todo el día.
[0:54:33.00]-[0:54:35.00]  Y no llevaba ni reloj, pero siempre
[0:54:35.00]-[0:54:37.00]  bajábamos los domingos cuando decían
[0:54:37.00]-[0:54:39.00]  que estaba el cine en la carretera.
[0:54:39.00]-[0:54:41.00]  Cuando hacían la media parte del cine
[0:54:41.00]-[0:54:43.00]  toda la gente, amigos, amigas,
[0:54:43.00]-[0:54:45.00]  todos, iba encima del furtón.
[0:54:47.00]-[0:54:49.00]  Con las paletas que te hacían para
[0:54:49.00]-[0:54:51.00]  los pasos.
[0:54:51.00]-[0:54:53.00]  Y aquello, aquello me quedó
[0:54:53.00]-[0:54:55.00]  todo lleno. Se podían
[0:54:55.00]-[0:54:57.00]  parte y parte de la carretera, la gente
[0:54:57.00]-[0:54:59.00]  y
[0:54:59.00]-[0:55:01.00]  nosotros pasando por el medio
[0:55:01.00]-[0:55:03.00]  podíamos abrir, pero como vivíamos
[0:55:03.00]-[0:55:05.00]  aquí, el cine estaba cerca, en vez de
[0:55:05.00]-[0:55:07.00]  ir por dentro del pueblo, entrando por las morenas
[0:55:07.00]-[0:55:09.00]  por la carretera
[0:55:09.00]-[0:55:11.00]  para que volvieran todos. Pues esto me quedó.
[0:55:11.00]-[0:55:13.00]  Y cuando eres joven, es cuando te das más
[0:55:13.00]-[0:55:15.00]  experiencia.
[0:55:15.00]-[0:55:17.00]  Todo se ha pasado.
[0:55:17.00]-[0:55:19.00]  ¿En las matanzas cómo se repartía
[0:55:19.00]-[0:55:21.00]  la carne?
[0:55:21.00]-[0:55:23.00]  La carne, o sea,
[0:55:23.00]-[0:55:25.00]  casi cada casa
[0:55:25.00]-[0:55:27.00]  tenían un
[0:55:27.00]-[0:55:29.00]  cerdo y se lo
[0:55:29.00]-[0:55:31.00]  criaban, aunque a veces algunos
[0:55:31.00]-[0:55:33.00]  tenían para vender. Este se lo
[0:55:33.00]-[0:55:35.00]  criaban de casa, más de casa para
[0:55:35.00]-[0:55:37.00]  la matanza. Y normalmente, antiguamente
[0:55:37.00]-[0:55:39.00]  se hacía esto. Y como no había neveras,
[0:55:39.00]-[0:55:41.00]  a veces lo pasaban por aceite
[0:55:41.00]-[0:55:43.00]  y luego tenían unas
[0:55:43.00]-[0:55:45.00]  barras, ¿cómo se llaman?
[0:55:45.00]-[0:55:47.00]  ¿A las gerrillas?
[0:55:47.00]-[0:55:49.00]  Unos hierros, unos parros.
[0:55:49.00]-[0:55:51.00]  Pero no.
[0:55:51.00]-[0:55:53.00]  Las vasigas de cerámica y allí se guardaba
[0:55:53.00]-[0:55:55.00]  como una conserva.
[0:55:55.00]-[0:55:57.00]  Sí, una medida así, no muy para poner. Y allí se guardaba
[0:55:57.00]-[0:55:59.00]  esto, porque si no
[0:55:59.00]-[0:56:01.00]  se echaba a perder. Y morcillas
[0:56:01.00]-[0:56:03.00]  y todo esto, pues ya se dejaba
[0:56:03.00]-[0:56:05.00]  que... comían al momento,
[0:56:05.00]-[0:56:07.00]  pero luego pues ya eran masecas,
[0:56:07.00]-[0:56:09.00]  se les enorgaban, pero todo lo delicado.
[0:56:09.00]-[0:56:11.00]  Y que les burara, esto lo ponían
[0:56:11.00]-[0:56:13.00]  en tipo
[0:56:13.00]-[0:56:15.00]  jarras de estas.
[0:56:15.00]-[0:56:17.00]  Un tamaño así, para que las gordas
[0:56:17.00]-[0:56:19.00]  tan altas no podían medir.
[0:56:19.00]-[0:56:21.00]  Y luego con una cétula
[0:56:21.00]-[0:56:23.00]  pues iban sacando
[0:56:23.00]-[0:56:25.00]  y así pues iban. Y luego todos tenían
[0:56:25.00]-[0:56:27.00]  pues córrales con...
[0:56:27.00]-[0:56:29.00]  No, y aparte con eso,
[0:56:29.00]-[0:56:31.00]  esto la casa lo había córrado.
[0:56:31.00]-[0:56:33.00]  Todo esto se tenía,
[0:56:33.00]-[0:56:35.00]  cordelitos, uno por acá muy dentro.
[0:56:35.00]-[0:56:37.00]  Y ya empezó a tirar la gente,
[0:56:37.00]-[0:56:39.00]  y eso ya...
[0:56:39.00]-[0:56:41.00]  Esto se lo hacía para casa.
[0:56:41.00]-[0:56:43.00]  Y se podía matárselo,
[0:56:43.00]-[0:56:45.00]  como ahora que tienes
[0:56:45.00]-[0:56:47.00]  cada uno en su casa.
[0:56:47.00]-[0:56:49.00]  Y la carnicería los mataba en la calle.
[0:56:49.00]-[0:56:51.00]  Y luego tengo fotos que en la calle
[0:56:51.00]-[0:56:53.00]  en el carnicero, muchos
[0:56:53.00]-[0:56:55.00]  se sabían ya ellos matarlo
[0:56:55.00]-[0:56:57.00]  y con una...
[0:56:57.00]-[0:56:59.00]  Una chilaga.
[0:56:59.00]-[0:57:01.00]  Una chilaga que decíamos del monte que todos
[0:57:01.00]-[0:57:03.00]  de pinchos.
[0:57:03.00]-[0:57:05.00]  Y servía para las simeneas,
[0:57:05.00]-[0:57:07.00]  arriba y abajo, con una cuerda.
[0:57:07.00]-[0:57:09.00]  Para limpiar un dedo y
[0:57:09.00]-[0:57:11.00]  por las simeneas.
[0:57:11.00]-[0:57:13.00]  Una zarza.
[0:57:13.00]-[0:57:15.00]  Con todo lo de dentro. Y cada año antes de
[0:57:15.00]-[0:57:17.00]  encenderla, había que pasarlo de arriba
[0:57:17.00]-[0:57:19.00]  a abajo. Pues esto
[0:57:19.00]-[0:57:21.00]  lo cogían y...
[0:57:21.00]-[0:57:23.00]  Para esto.
[0:57:23.00]-[0:57:25.00]  Y quemaban y aquello
[0:57:25.00]-[0:57:27.00]  se lo pasaban por el cerdo.
[0:57:27.00]-[0:57:29.00]  Y luego ya iban rascando
[0:57:29.00]-[0:57:31.00]  y terminando de pelar.
[0:57:31.00]-[0:57:33.00]  Y esto muchos no se lo sabían hacer.
[0:57:33.00]-[0:57:35.00]  Y luego se había un carnicero
[0:57:35.00]-[0:57:37.00]  al cuerpo.
[0:57:37.00]-[0:57:39.00]  Le dejaban lo que fuera
[0:57:39.00]-[0:57:41.00]  y se los mataban con tablas, lo tenían
[0:57:41.00]-[0:57:43.00]  en la calle. Y lo mataban
[0:57:43.00]-[0:57:45.00]  en la calle delante de la puerta de los dueños.
[0:57:45.00]-[0:57:47.00]  Y luego todos los de la familia
[0:57:47.00]-[0:57:49.00]  de la casa, que es toda
[0:57:49.00]-[0:57:51.00]  caída, pues hacían la...
[0:57:51.00]-[0:57:53.00]  Toda la matanza.
[0:57:53.00]-[0:57:55.00]  Y de las cosas más baratitas, no sea
[0:57:55.00]-[0:57:57.00]  que se comieran lo demás.
[0:57:57.00]-[0:57:59.00]  Hacían una sartén grande llena
[0:57:59.00]-[0:58:01.00]  de trocitos, creo.
[0:58:01.00]-[0:58:03.00]  Y el colesterol.
[0:58:03.00]-[0:58:05.00]  Y las cosas más
[0:58:05.00]-[0:58:07.00]  simples que no aguantan.
[0:58:07.00]-[0:58:09.00]  Y lo hacían todo para comer a ojo.
[0:58:09.00]-[0:58:11.00]  El pan también se hacía en casa.
[0:58:11.00]-[0:58:13.00]  Bueno, en el horno me refiero.
[0:58:13.00]-[0:58:15.00]  Para toda la semana.
