[0:00:00.00]-[0:00:02.00]  Hola, buenas tardes.
[1:42:27.00]-[1:42:29.00]  Y salía corriendo, que tenía miedo.
[1:42:29.00]-[1:42:34.00]  Es que antes los niños iban a una escuela y las niñas a otra.
[1:42:34.00]-[1:42:39.00]  Como que las niñas estaban más a casa
[1:42:39.00]-[1:42:45.00]  y los niños podían hacer lo que les daba las ganas.
[1:42:45.00]-[1:42:53.00]  Porque ellos trabajaban en el campo y las mujeres más en casa.
[1:42:53.00]-[1:42:57.00]  ¿Las niñas y los niños se educaban de manera diferente?
[1:42:57.00]-[1:43:02.00]  ¿Los padres se educaban de manera distinta a las hembras y a los varones?
[1:43:02.00]-[1:43:03.00]  Sí.
[1:43:03.00]-[1:43:05.00]  ¿Cuál era la diferencia?
[1:43:05.00]-[1:43:06.00]  ¿La?
[1:43:06.00]-[1:43:07.00]  La diferencia.
[1:43:07.00]-[1:43:11.00]  ¿De las hembras a las varones?
[1:43:11.00]-[1:43:15.00]  ¿Cómo educaban los padres a las hembras?
[1:43:15.00]-[1:43:20.00]  No, los varones parecían que estudiaban más.
[1:43:20.00]-[1:43:21.00]  Pero...
[1:43:21.00]-[1:43:24.00]  Porque tenían más libertad el varón que las hembras.
[1:43:24.00]-[1:43:28.00]  Ellos se querían iguales.
[1:43:28.00]-[1:43:34.00]  Yo no diferencio ahora de esta a la otra.
[1:43:34.00]-[1:43:36.00]  Yo los quiero iguales.
[1:43:36.00]-[1:43:38.00]  Pero por ejemplo...
[1:43:38.00]-[1:43:40.00]  Porque están ya todos repartidos.
[1:43:40.00]-[1:43:42.00]  La mujer más en casa, más...
[1:43:42.00]-[1:43:50.00]  Uno está con una muchacha de la villa que está en el hospital trabajando.
[1:43:50.00]-[1:43:53.00]  De los varones.
[1:43:53.00]-[1:43:57.00]  Está soltero que está también trabajando.
[1:43:57.00]-[1:44:01.00]  Y el otro también está trabajando.
[1:44:01.00]-[1:44:05.00]  Yo tengo tres hijos varones y cinco hembras.
[1:44:05.00]-[1:44:08.00]  Tú, una me la haces.
[1:44:08.00]-[1:44:10.00]  Antes más la...
[1:44:10.00]-[1:44:13.00]  Es que el hombre estaba siempre en el campo.
[1:44:13.00]-[1:44:19.00]  Porque tenían que cegar.
[1:44:19.00]-[1:44:21.00]  Y la mujer más de casa.
[1:44:21.00]-[1:44:22.00]  Y arar y todo.
[1:44:22.00]-[1:44:23.00]  Sí.
[1:44:23.00]-[1:44:26.00]  Entonces era distinto el trabajo de uno a otro.
[1:44:26.00]-[1:44:29.00]  Las hembras se cagan también.
[1:44:29.00]-[1:44:31.00]  Lo que tenían uno, sus amigas.
[1:44:31.00]-[1:44:34.00]  Para ayudarse de parte a parte.
[1:44:34.00]-[1:44:36.00]  Pero los hombres eran más del campo.
[1:44:36.00]-[1:44:38.00]  Más los trabajos brutos.
[1:44:38.00]-[1:44:39.00]  Sí.
[1:44:39.00]-[1:44:42.00]  Sí.
[1:44:42.00]-[1:44:48.00]  ¿Y usted se acuerda de cómo se silbaba?
[1:44:48.00]-[1:44:52.00]  ¿Usted sabe silbar todavía o eso se le ha olvidado ya?
[1:44:52.00]-[1:44:53.00]  Yo ya no me niña.
[1:44:53.00]-[1:44:54.00]  Yo ya no sé, señor.
[1:44:54.00]-[1:44:57.00]  No puedo. No tengo entaduras.
[1:44:57.00]-[1:44:59.00]  Desde que se perdí la entadura.
[1:44:59.00]-[1:45:01.00]  Pero cuando silba como ha silbado antes,
[1:45:01.00]-[1:45:02.00]  así solo con los labios,
[1:45:02.00]-[1:45:06.00]  ¿eso también se puede silbar?
[1:45:06.00]-[1:45:08.00]  Sí, sí silbaban.
[1:45:08.00]-[1:45:09.00]  Sí, sí había...
[1:45:09.00]-[1:45:11.00]  ¿Eso qué significa?
[1:45:11.00]-[1:45:13.00]  Muchachos.
[1:45:13.00]-[1:45:17.00]  Viene de arriba.
[1:45:17.00]-[1:45:19.00]  Ella ya no es eso.
[1:45:19.00]-[1:45:22.00]  Eso tiene que ser el personaje.
[1:45:22.00]-[1:45:25.00]  ¿Dónde está usted?
[1:45:25.00]-[1:45:28.00]  ¡Fiu, fiu, fiu!
[1:45:28.00]-[1:45:31.00]  ¡Fiu, fiu, fiu!
[1:45:31.00]-[1:45:33.00]  Adiós, compadre.
[1:45:33.00]-[1:45:36.00]  Pero no puedo por eso porque no tengo entaduras.
[1:45:36.00]-[1:45:37.00]  Claro.
[1:45:37.00]-[1:45:44.00]  Si yo tenía una entadura, sí silbaba.
[1:45:44.00]-[1:45:49.00]  Antes sí, no te digo que cuando mandó a buscar la semilla con el perro
[1:45:49.00]-[1:45:55.00]  y se la pusieron a amarrar en el cuello.
[1:45:55.00]-[1:45:58.00]  Me silbó él de arriba y él lo contesta de abajo.
[1:45:58.00]-[1:46:02.00]  Ay, que si venían los guardias civiles o antes que iban al monte
[1:46:02.00]-[1:46:05.00]  a buscar cosas para los animales y todo.
[1:46:05.00]-[1:46:10.00]  Y había uno que lo agarraban porque le quitaban las cosas a los guardamontes.
[1:46:10.00]-[1:46:14.00]  El otro le silbaba y le avisaba a los otros para que se fueran por otros sitios.
[1:46:14.00]-[1:46:15.00]  Sí.
[1:46:15.00]-[1:46:17.00]  Porque como ellos no le entendían el silbo,
[1:46:17.00]-[1:46:19.00]  pues los otros se escapaban.
[1:46:19.00]-[1:46:21.00]  Al que agarraban, agarraban.
[1:46:21.00]-[1:46:25.00]  Pero al que no podían, ellos con sus silbos,
[1:46:25.00]-[1:46:28.00]  veían cualquier cosa y avisaban.
[1:46:28.00]-[1:46:37.00]  A mí me avisaron un día fui a buscar a brezo para las cabras.
[1:46:37.00]-[1:46:38.00]  Pero antes era prohibido.
[1:46:38.00]-[1:46:43.00]  Y tenía, lo prohibían los guardamontes.
[1:46:43.00]-[1:46:47.00]  Los guardamontes que me conocían, que tenían un salón nuestro alquilado,
[1:46:47.00]-[1:46:53.00]  que vivían ahí, eso me decía que ellos hacían la vista gorda
[1:46:53.00]-[1:46:56.00]  de que no me habían visto, que pasara luego.
[1:46:56.00]-[1:47:00.00]  Pero cuando no están, me veía mal.
[1:47:00.00]-[1:47:04.00]  Y me veía mal y no sabía qué hacer.
[1:47:04.00]-[1:47:11.00]  Pues hice mi carga a brezo, la puse en un pareón para cargarme
[1:47:11.00]-[1:47:14.00]  y oí hablando los guardamontes que estaban por allí.
[1:47:14.00]-[1:47:24.00]  Cuando yo oí decir, dice, por ahí tiene que estar la hija de donna.
[1:47:24.00]-[1:47:28.00]  Que yo la oí cantando y tiene que estar por ahí.
[1:47:28.00]-[1:47:33.00]  Esa estar con el brezo, le oí al guardamonte.
[1:47:33.00]-[1:47:43.00]  Cuando yo le oí eso, cojo, dejo mi brezo donde tenía el descansajero
[1:47:43.00]-[1:47:52.00]  para cargarme y me subí a un palo del monte y me escondí arriba.
[1:47:52.00]-[1:47:56.00]  Dice, por ahí tiene que estar muchacho y no se ve.
[1:47:56.00]-[1:48:01.00]  ¿Para dónde estará la hija de donna?
[1:48:01.00]-[1:48:06.00]  Pues no sé, no se sabe qué vuelta agarró porque yo la oí cantando,
[1:48:06.00]-[1:48:09.00]  decía el guardamonte.
[1:48:09.00]-[1:48:12.00]  Que no muchacho, que ahí no está, decía el otro.
[1:48:12.00]-[1:48:16.00]  Que sí, que la oí yo cantando, que sí que la oí yo cantando.
[1:48:16.00]-[1:48:19.00]  Y cuando, ah, que ahora me agarras.
[1:48:19.00]-[1:48:25.00]  Entonces, de que yo los vi, dice, vamos a bajar a la laguna
[1:48:25.00]-[1:48:27.00]  a ver si está por allí.
[1:48:27.00]-[1:48:31.00]  Cuando dije que iba a bajar para la laguna, de ahora me agarras a mí.
[1:48:31.00]-[1:48:37.00]  Cojo mi carga de brezo y salgo por allí para abajo.
[1:48:37.00]-[1:48:42.00]  Ligera, ligera, para allá y no me pudieron coger.
[1:48:42.00]-[1:48:46.00]  Después nos cogí por el camino de la casa de mi padre.
[1:48:46.00]-[1:48:51.00]  Me cogí una berea para no encontrar y que nadie me encontrara.
[1:48:51.00]-[1:48:57.00]  Suelto mi brazo a mis cabras y no me vieron, no me agarraron.
[1:48:57.00]-[1:49:05.00]  Antes si les quitaban lo que traían, si iban a vender pino o algo, se lo quitaban.
[1:49:05.00]-[1:49:08.00]  Y hay muchos que son buenos.
[1:49:08.00]-[1:49:13.00]  Y con el silbo se avisaban unos a otros.
[1:49:13.00]-[1:49:14.00]  Otra vez.
[1:49:14.00]-[1:49:16.00]  Y agarraban a unos pobres y no agarraban a los otros.
[1:49:16.00]-[1:49:26.00]  Otra vez estaba alguien por encima en el igualero y yo estaba acabando el leche
[1:49:26.00]-[1:49:32.00]  y después traje el leche para los cochinos, que se usaba, lo cogíamos para los cochinos que se engordaran.
[1:49:32.00]-[1:49:33.00]  ¿La leche?
[1:49:33.00]-[1:49:36.00]  El leche, la raíz de la...
[1:49:36.00]-[1:49:38.00]  Sí.
[1:49:38.00]-[1:49:41.00]  De la gelechera.
[1:49:41.00]-[1:49:47.00]  La gelechera son como esos, para si va eso.
[1:49:47.00]-[1:49:49.00]  Sí, otra cosa.
[1:49:49.00]-[1:49:50.00]  Sí.
[1:49:52.00]-[1:49:56.00]  Y antes también hacían tortas de leche, cuando tenía,
[1:49:56.00]-[1:50:01.00]  y antes cuando tenía los tiempos de mucha falta.
[1:50:01.00]-[1:50:05.00]  Después llegó el guardamonte, dice doña...
[1:50:05.00]-[1:50:09.00]  Hágase la vista gorda.
[1:50:09.00]-[1:50:12.00]  Usted no diga que me vieron a mí.
[1:50:12.00]-[1:50:20.00]  Y salga ya para que no lo agarren los otros guardamontes.
[1:50:20.00]-[1:50:26.00]  Porque yo nosotros no, yo no la denuncio.
[1:50:26.00]-[1:50:28.00]  Yo no la denuncio a usted.
[1:50:28.00]-[1:50:30.00]  Usted sabe que yo me llevo bien con usted.
[1:50:30.00]-[1:50:33.00]  Pero usted hace así, la vista gorda y no diga que me vio.
[1:50:33.00]-[1:50:37.00]  Y así lo hice y no me agarraron.
[1:50:47.00]-[1:50:50.00]  ¿Cuántas aventuras, verdad?
[1:50:50.00]-[1:50:51.00]  ¿Eh?
[1:50:51.00]-[1:50:52.00]  ¿Cuántas aventuras?
[1:50:52.00]-[1:50:53.00]  Sí, no sé.
[1:50:53.00]-[1:50:54.00]  Para que no se acuerde.
[1:50:54.00]-[1:50:55.00]  Escapé.
[1:50:55.00]-[1:50:59.00]  Antes sí pasaban porque tenía que ser así.
[1:50:59.00]-[1:51:04.00]  ¿Y ahora usted piensa que la vida es más fácil que antes?
[1:51:04.00]-[1:51:09.00]  Ahora sí, porque ahora no, yo creo que ahora no es tan dénustriante.
[1:51:09.00]-[1:51:11.00]  Porque...
[1:51:11.00]-[1:51:15.00]  No, claro que mejor que ahora, no va a ser mejor que ahora.
[1:51:15.00]-[1:51:16.00]  Ya ves que ya...
[1:51:16.00]-[1:51:19.00]  Y ahora puede ir donde te da la gana con tu coche
[1:51:19.00]-[1:51:23.00]  y antes tenías que ir caminando y cargar con las burras.
[1:51:23.00]-[1:51:24.00]  Sí.
[1:51:24.00]-[1:51:29.00]  Y eso es lo que tenían las cargas que llevaban para donde fuera.
[1:51:29.00]-[1:51:34.00]  Tenían que llevar sus burritas cargadas con todo.
[1:51:34.00]-[1:51:38.00]  Porque la carretera, antes no había carreteras sino caminos.
[1:51:38.00]-[1:51:40.00]  Caminos.
[1:51:42.00]-[1:51:44.00]  ¿Ha cambiado mucho la isla?
[1:51:44.00]-[1:51:45.00]  Sí.
[1:51:45.00]-[1:51:46.00]  ¿Eh?
[1:51:46.00]-[1:51:48.00]  ¿Ha cambiado mucho la isla?
[1:51:48.00]-[1:51:52.00]  Uy, aquí sí, ha cambiado para los pueblos.
[1:51:52.00]-[1:51:54.00]  Que ha cambiado, sí ha cambiado todo.
[1:51:54.00]-[1:51:56.00]  Ah, sí, bueno.
[1:51:56.00]-[1:52:01.00]  Antes había poquitas casas y ahora sí había un montón de gente.
[1:52:01.00]-[1:52:04.00]  ¿Cuánta gente aquí había antes?
[1:52:04.00]-[1:52:05.00]  Antes, antes sí había.
[1:52:05.00]-[1:52:07.00]  ¿Usted se acuerda?
[1:52:08.00]-[1:52:09.00]  ¿Cuántas?
[1:52:09.00]-[1:52:11.00]  ¿Cuántas personas había aquí?
[1:52:11.00]-[1:52:13.00]  No, antes había mucha gente.
[1:52:13.00]-[1:52:16.00]  Es que cada padre tenía seis.
[1:52:16.00]-[1:52:20.00]  Lo menos que tenía era cinco o seis hijos.
[1:52:20.00]-[1:52:22.00]  ¿Ahora sí?
[1:52:22.00]-[1:52:25.00]  No, antes había rancha de niños por ahí.
[1:52:25.00]-[1:52:26.00]  ¿Ahora sí?
[1:52:26.00]-[1:52:27.00]  Sí.
[1:52:27.00]-[1:52:28.00]  Antes sí, ya no.
[1:52:28.00]-[1:52:29.00]  Ya hoy aquí no quedan.
[1:52:29.00]-[1:52:31.00]  Había niños, había...
[1:52:34.00]-[1:52:36.00]  ¿Vos queréis tomar un vinito?
[1:52:36.00]-[1:52:40.00]  Muy amable, pero vamos a ir a comer, ya les vamos a dejar tranquilas.
[1:52:40.00]-[1:52:44.00]  No, si quieren tomar algo, una cervecita o algo, pasar.
[1:52:44.00]-[1:52:49.00]  Bueno, yo creo que son muy amables, pero las hemos entretenido bastante.
[1:52:49.00]-[1:52:55.00]  Entra y te toma una cervecita o un vasito de vino, lo que vos gustes.
[1:52:55.00]-[1:52:58.00]  ¿Dónde nos has dicho que podíamos ir a comer?
[1:52:58.00]-[1:53:05.00]  Sonia hay de arriba y después en el cercado hay otro bar.
[1:53:05.00]-[1:53:07.00]  Pero aquí donde más van es a Sonia.
[1:53:07.00]-[1:53:08.00]  Sí.
[1:53:08.00]-[1:53:12.00]  O a los apartaderos, frente a la fortaleza Casa de Javi.
[1:53:12.00]-[1:53:15.00]  ¿Dónde se puede comer un potaje de berro?
[1:53:15.00]-[1:53:19.00]  En Arure, yo no sé si Sonia tendrá.
[1:53:19.00]-[1:53:23.00]  En Arure suelen hacer los potajes de berro.
[1:53:23.00]-[1:53:27.00]  No sé si en La Salla harán potajitos de berro.
[1:53:27.00]-[1:53:30.00]  Bueno, y Sonia está aquí en Chepude.
[1:53:30.00]-[1:53:31.00]  Sí.
[1:53:31.00]-[1:53:32.00]  Hay que subir a la plaza.
[1:53:32.00]-[1:53:38.00]  Sube para arriba y el bar que está al frente, el hotel ese Sonia ahí.
[1:53:38.00]-[1:53:39.00]  ¿Ahí?
[1:53:39.00]-[1:53:40.00]  Sí.
[1:53:40.00]-[1:53:41.00]  ¿Y luego si no en el cercado?
[1:53:41.00]-[1:53:44.00]  Sí, pero no sé si tienen potaje de berro.
[1:53:44.00]-[1:53:45.00]  En La Salla no lo saben.
[1:53:45.00]-[1:53:49.00]  Yo no, pero la gente donde más van es ahí.
[1:53:49.00]-[1:53:50.00]  Sí.
[1:53:50.00]-[1:53:56.00]  En La Salla sí dan de comer.
[1:53:56.00]-[1:54:01.00]  En Arure sí, el bar de Conchita siempre es eso por el potaje de berro.
[1:54:01.00]-[1:54:02.00]  En Arure.
[1:54:02.00]-[1:54:03.00]  Sí, pero yo no sé si tiene.
[1:54:03.00]-[1:54:04.00]  También tiene en Arure.
[1:54:04.00]-[1:54:16.00]  No sé si tiene.
[1:54:16.00]-[1:54:19.00]  Pero nos vamos a dejar tranquilas ya que nos han…
[1:54:19.00]-[1:54:21.00]  Pues entra allí y coge el diario.
[1:54:21.00]-[1:54:22.00]  Entra y…
[1:54:22.00]-[1:54:23.00]  Ahí está vino lo que vos gustes.
[1:54:23.00]-[1:54:27.00]  Un poquito de vino o una cervecita si quieres.
[1:54:27.00]-[1:54:29.00]  Un vasito de vino o una cerveza.
[1:54:29.00]-[1:54:30.00]  Eso no…
[1:54:30.00]-[1:54:32.00]  ¿Hace daño?
[1:54:32.00]-[1:54:36.00]  No, daño no hace, pero ya llevamos… Son las 2 de la tarde, ustedes tendrán que comer.
[1:54:36.00]-[1:54:37.00]  Hombre.
[1:54:37.00]-[1:54:38.00]  Ya es hora, ¿no?
[1:54:38.00]-[1:54:39.00]  ¿Apago estoy ya?
[1:54:39.00]-[1:54:40.00]  No, todavía no.
[1:54:40.00]-[1:54:41.00]  Bueno, pues…
[1:54:41.00]-[1:54:42.00]  ¿Y de dónde sois vosotras?
[1:54:42.00]-[1:54:43.00]  Nosotras somos de Madrid, bueno, tú no.
[1:54:43.00]-[1:54:44.00]  Yo soy de Tenerife.
[1:54:44.00]-[1:54:45.00]  No, yo porque soy guapa, sí.
[1:54:45.00]-[1:54:46.00]  Ay, muy amable.
[1:54:46.00]-[1:54:47.00]  ¿Qué le pasa?
[1:54:47.00]-[1:54:48.00]  ¿Qué le pasa?
[1:54:48.00]-[1:54:49.00]  ¿Qué le pasa?
[1:54:49.00]-[1:54:50.00]  ¿Qué le pasa?
[1:54:50.00]-[1:54:51.00]  ¿Qué le pasa?
[1:54:51.00]-[1:54:52.00]  ¿Qué le pasa?
[1:54:52.00]-[1:54:53.00]  ¿Qué le pasa?
[1:54:53.00]-[1:54:54.00]  ¿Qué le pasa?
[1:54:54.00]-[1:54:55.00]  ¿Qué le pasa?
[1:54:55.00]-[1:54:56.00]  ¿Qué le pasa?
[1:54:56.00]-[1:54:57.00]  ¿Qué le pasa?
[1:54:57.00]-[1:54:58.00]  ¿Qué le pasa?
[1:54:58.00]-[1:54:59.00]  ¿Qué le pasa?
[1:54:59.00]-[1:55:00.00]  ¿Qué le pasa?
[1:55:00.00]-[1:55:04.00]  ¿Qué le pasa?
[1:55:04.00]-[1:55:20.00]  ¿Qué le pasa?
[1:55:20.00]-[1:55:22.00]  No queremos molestarla, de verdad.
[1:55:22.00]-[1:55:24.00]  No, no me molesta.
[1:55:24.00]-[1:55:26.00]  No molesta.
[1:55:26.00]-[1:55:28.00]  Una bellecita o algo.
[1:55:30.00]-[1:55:32.00]  Entra.
[1:55:40.00]-[1:55:42.00]  ¿A qué hora comen ustedes normalmente?
[1:55:42.00]-[1:55:44.00]  Eh, no, cuando viene ahora mi hermano de trabajar.
[1:55:44.00]-[1:55:46.00]  Que está ya al llegar.
[1:55:46.00]-[1:55:48.00]  Cuando venga él.
[1:55:48.00]-[1:55:50.00]  No, ella se levanta tarde, ¿qué más?
[1:55:50.00]-[1:55:52.00]  Está trabajando, si estuviera también.
[1:55:52.00]-[1:55:54.00]  No me levanto ahora.
[1:55:54.00]-[1:55:56.00]  Ella se levanta tarde y después le hago el desayuno.
[1:55:56.00]-[1:55:58.00]  Y ahora cuando venga mi hermano, pues se come su bocata como ella dice.
[1:55:58.00]-[1:56:00.00]  Usted come bocatas al mediodía.
[1:56:00.00]-[1:56:02.00]  Mira.
[1:56:02.00]-[1:56:04.00]  Ella no quiere comida.
[1:56:04.00]-[1:56:06.00]  Había un muchacho de allá de...
[1:56:06.00]-[1:56:14.90]  que tenía un
[1:56:14.90]-[1:56:18.90]  de allá de... ¿de dónde?
[1:56:18.90]-[1:56:20.90]  De Santiago.
[1:56:20.90]-[1:56:22.90]  No, de donde era este...
[1:56:22.90]-[1:56:24.90]  Que no, muchacho.
[1:56:24.90]-[1:56:26.90]  Este que me venía pidiendo un bocata.
[1:56:26.90]-[1:56:28.90]  Ah, extranjero.
[1:56:28.90]-[1:56:30.90]  Extranjero.
[1:56:30.90]-[1:56:32.90]  Y venía siempre.
[1:56:32.90]-[1:56:34.90]  Así mire, un bocata.
[1:56:34.90]-[1:56:36.90]  Se los hacía por ahí porque tenía hambre.
[1:56:36.90]-[1:56:38.90]  Que los padres no tenían.
[1:56:38.90]-[1:56:40.90]  Y yo no tenía.
[1:56:40.90]-[1:56:42.90]  Y yo no tenía.
[1:56:42.90]-[1:56:44.90]  Yo los hacía por ahí porque tenía hambre.
[1:56:44.90]-[1:56:46.90]  Que los padres estaban viviendo ahí debajo.
[1:56:46.90]-[1:56:48.90]  Y la madre era medio borracha.
[1:56:48.90]-[1:56:50.90]  Y...
[1:56:50.90]-[1:56:52.90]  Y no...
[1:56:52.90]-[1:56:54.90]  No les hacía de comer.
[1:56:54.90]-[1:56:56.90]  Se les largaba y no les hacía de comer.
[1:56:56.90]-[1:56:58.90]  Pues volvía otra vez.
[1:56:58.90]-[1:57:00.90]  Hacenme un bocata.
[1:57:00.90]-[1:57:02.90]  Me vinía tres veces
[1:57:02.90]-[1:57:04.90]  a que les hiciera
[1:57:04.90]-[1:57:06.90]  un bocata.
[1:57:06.90]-[1:57:08.90]  Y yo les hacía a mi niño mi alma porque yo,
[1:57:08.90]-[1:57:10.90]  Dios me libre de tener que dar de comer
[1:57:10.90]-[1:57:20.08]  a un sabandijo y no dali y las hacía su bocata y por eso es por lo que...
[1:57:20.08]-[1:57:33.70]  Estranjero, se quedó, era extranjero, el pobre chiquillo subía, ella se largaba, se iba para la dama, se iba por ahí
[1:57:33.70]-[1:57:36.70]  pero él vinía siempre
[1:57:36.70]-[1:57:42.70]  y me dijo, házme un bocata, y yo se estragó así, con mucho gusto
[1:57:42.70]-[1:57:44.70]  ¿De qué nombre viene?
[1:57:44.70]-[1:57:46.70]  Pues no sé
[1:57:46.70]-[1:57:48.70]  ¿En su carnet de identidad pone...
[1:57:48.70]-[1:57:50.70]  Sí, sí, el nombre de ella es este
[1:57:50.70]-[1:57:52.70]  ¿Mi nombre es ese?
[1:57:52.70]-[1:57:54.70]  No, este se llama Vida, y luego la han llamado
[1:57:54.70]-[1:57:56.70]  No, el nombre de ella es este
[1:57:56.70]-[1:57:57.70]  ¿Ah sí?
[1:57:57.70]-[1:57:58.70]  Sí
[1:57:58.70]-[1:58:01.70]  No mucha gente no cree que el nombre de ella es este
[1:58:01.70]-[1:58:04.70]  ¿Y es un nombre que se usa mucho aquí en La Gomera?
[1:58:04.70]-[1:58:06.70]  No, aquí no se dice no a ella
[1:58:06.70]-[1:58:08.70]  Mi padrino era Dermigua
[1:58:08.70]-[1:58:10.70]  Le decían dos...
[1:58:10.70]-[1:58:14.70]  y después cuando me pusieron mi nombre
[1:58:14.70]-[1:58:19.70]  uno decía que se me ponía Nojuenia, que se me ponía tal, que se me ponía cual
[1:58:19.70]-[1:58:22.70]  y él dice que no, que como me ponía, era como su...
[1:58:22.70]-[1:58:25.70]  una hermana de él se llamaba...
[1:58:25.70]-[1:58:29.70]  y que me ponía y así me pusieron
[1:58:29.70]-[1:58:31.70]  Sí, bueno por aquí no dicen ese nombre
[1:58:31.70]-[1:58:34.70]  Sí, es el nombre que tengo
[1:58:37.70]-[1:58:39.70]  ¿Cuántos años tiene usted?
[1:58:39.70]-[1:58:41.70]  ¿Cuántos ha dicho?
[1:58:41.70]-[1:58:43.70]  93 ¿No?
[1:58:43.70]-[1:58:47.70]  El día 15 de febrero cumple los 93
[1:58:51.70]-[1:58:53.70]  Ya tengo mis buenos años
[1:58:53.70]-[1:58:59.70]  93 años, pues está fantástica
[1:58:59.70]-[1:59:05.70]  ¿Usted se pasea por aquí todos los días?
[1:59:05.70]-[1:59:10.70]  Allá arriba fui hoy, donde me viste, allá arriba
[1:59:10.70]-[1:59:13.70]  Ya había estado en la casa de arriba
[1:59:13.70]-[1:59:18.70]  Ya estaba con el bastón y tal, voy caminando un poquito
[1:59:18.70]-[1:59:19.70]  Claro
[1:59:19.70]-[1:59:23.70]  Si no me iba a romper la cadera
[1:59:25.70]-[1:59:27.70]  ¿Y usted cómo se llama?
[1:59:29.70]-[1:59:34.70]  Estuve en Santa Cruz gracias a Dios con buenas doctoras
[1:59:34.70]-[1:59:37.70]  Buen doctor
[1:59:37.70]-[1:59:39.70]  ¿En Santa Cruz?
[1:59:39.70]-[1:59:41.70]  En Santa Cruz
[1:59:41.70]-[1:59:43.70]  Sí, la llevaron para operar allá
[1:59:43.70]-[1:59:47.70]  Estuve aquí en la villa, pero como era así, es que se despegó todo y...
[1:59:47.70]-[1:59:49.70]  Una cadera se me rompió
[1:59:49.70]-[1:59:51.70]  Eso es muy malo en la situación
[1:59:51.70]-[1:59:53.70]  Gracias a Dios no
[1:59:53.70]-[1:59:57.70]  Después me llevaron al Mahon
[1:59:57.70]-[2:00:01.70]  Y un buen muchachu que estaba allí también
[2:00:01.70]-[2:00:03.70]  Me dio la rehabilitación
[2:00:03.70]-[2:00:06.70]  Me dio las rehabilitaciones
[2:00:06.70]-[2:00:09.70]  Me dijo que en 18 días me ponía el bueno
[2:00:09.70]-[2:00:11.70]  Y así fue
[2:00:11.70]-[2:00:13.70]  Él se quería venir para aquí
[2:00:13.70]-[2:00:15.70]  Ella no quería estar en Tenerife
[2:00:15.70]-[2:00:16.70]  Ya me imagino
[2:00:16.70]-[2:00:19.70]  Yo quería venir porque era la fiesta de la Virgen de Candelaria
[2:00:19.70]-[2:00:21.70]  Y quería estar aquí
[2:00:25.70]-[2:00:29.70]  ¿Y usted solo fue a la escuela hasta los 11 años?
[2:00:29.70]-[2:00:32.70]  Sí, había que ir a trabajar para allá
[2:00:32.70]-[2:00:34.70]  No había que irse a Tenerife
[2:00:34.70]-[2:00:36.70]  Pero usted es muy joven
[2:00:36.70]-[2:00:39.70]  Sí, pero había que trabajar porque no podía...
[2:00:39.70]-[2:00:41.70]  Es que todo el mundo...
[2:00:41.70]-[2:00:44.70]  Ahora encuentras a todos los bachos
[2:00:44.70]-[2:00:48.70]  Antes la primera fiesta de aquí era el día de Santa Rita
[2:00:48.70]-[2:00:52.70]  Tenías tú que buscarte tu dinerito para comprarte tu ropa
[2:00:52.70]-[2:00:54.70]  Y ir bien vestidita
[2:00:54.70]-[2:00:57.70]  Después el día de San Pedro, el día de San Juan
[2:00:57.70]-[2:01:01.70]  Entonces en esos días tenía uno que compraba unos...
[2:01:01.70]-[2:01:03.70]  Mis tianos hacían el traje, pero...
[2:01:03.70]-[2:01:05.70]  Había que un mejoro
[2:01:05.70]-[2:01:09.70]  Es que dije que trabajar era en otra vida
[2:01:09.70]-[2:01:12.70]  Hoy está todo muy fácil
[2:01:12.70]-[2:01:15.70]  No se atreve a bañar al rey de la calera
[2:01:15.70]-[2:01:17.70]  Pero antes no era yo sola, muchos niños
[2:01:17.70]-[2:01:21.70]  Mi hermana, mi hermana, las dos mayores
[2:01:21.70]-[2:01:23.70]  Empezamos a trabajar chiquititas
[2:01:23.70]-[2:01:27.70]  Que cuando en el empaquetado tenían que ponerle una caja para ella
[2:01:27.70]-[2:01:30.70]  Para poder ella empaquetar, sí
[2:01:30.70]-[2:01:32.70]  Pero era obligación
[2:01:32.70]-[2:01:37.70]  Es que tenía que trabajar porque lo del campo no te da
[2:01:38.70]-[2:01:41.70]  Es que hoy hay de todo
[2:01:41.70]-[2:01:43.70]  Y no lo saben agradecer
[2:01:43.70]-[2:01:46.70]  Por eso te digo yo que los niños de hoy son muy mal agradecidos
[2:01:46.70]-[2:01:48.70]  Que tienen para estudiar
[2:01:48.70]-[2:01:50.70]  Para estar bien
[2:01:50.70]-[2:01:52.70]  Y lo pierden
[2:01:52.70]-[2:01:54.70]  Pero uno era por obligación
[2:01:54.70]-[2:01:57.70]  Era otra vida, era...
[2:01:57.70]-[2:01:59.70]  Te importaba todo
[2:01:59.70]-[2:02:01.70]  Tu familia y todo, hoy no
[2:02:01.70]-[2:02:03.70]  Hoy no...
[2:02:03.70]-[2:02:04.70]  ¿Usted ha tenido hijos?
[2:02:04.70]-[2:02:05.70]  No
[2:02:05.70]-[2:02:07.70]  No, pero mira
[2:02:07.70]-[2:02:09.70]  Mejor que no
[2:02:09.70]-[2:02:13.70]  Yo opino que a veces los hijos no...
[2:02:13.70]-[2:02:15.70]  Dice un hijo una bendición
[2:02:15.70]-[2:02:17.70]  Pero a veces es una maldición
[2:02:17.70]-[2:02:19.70]  Porque hay hijos y hijos
