[0:00:00.00]-[0:00:02.00]  Hola, buenos días.
[1:36:15.00]-[1:36:17.00]  y agua y salsosa
[1:36:17.00]-[1:36:19.00]  y de todo, salsosa caustica
[1:36:19.00]-[1:36:21.00]  de esa que venden
[1:36:21.00]-[1:36:23.00]  ¿y la luz, por ejemplo, en el pueblo?
[1:36:23.00]-[1:36:25.00]  ¿siempre tuvieron luz?
[1:36:25.00]-[1:36:27.00]  aquí si, siempre cuando vine aquí
[1:36:27.00]-[1:36:29.00]  luz había
[1:36:29.00]-[1:36:31.00]  ¿y en el pueblo de la golfilla había luz?
[1:36:31.00]-[1:36:33.00]  la golfilla no
[1:36:33.00]-[1:36:35.00]  la golfilla no, la golfilla había
[1:36:35.00]-[1:36:37.00]  eso, mire lo que le di
[1:36:37.00]-[1:36:39.00]  ¿candiles?
[1:36:39.00]-[1:36:41.00]  candiles o calburadores
[1:36:41.00]-[1:36:43.00]  ¿qué son los calburadores?
[1:36:43.00]-[1:36:45.00]  calburadores, una cosa que le decían
[1:36:45.00]-[1:36:47.00]  calburo, que huelían
[1:36:47.00]-[1:36:49.00]  muchos piedras, ¿sabes?
[1:36:49.00]-[1:36:51.00]  que a lo mejor ustedes la...
[1:36:51.00]-[1:36:53.00]  eso calburo
[1:36:53.00]-[1:36:55.00]  y el aceite pues
[1:36:55.00]-[1:36:57.00]  vendían unas menchas
[1:36:57.00]-[1:36:59.00]  cortones así
[1:36:59.00]-[1:37:01.00]  de hilo, ¿sabes?
[1:37:01.00]-[1:37:03.00]  lleno de aceite y ahí iba
[1:37:03.00]-[1:37:05.00]  chupando el candil y la luz
[1:37:05.00]-[1:37:07.00]  ¿y cuánto duraba?
[1:37:07.00]-[1:37:09.00]  hasta que le quedaba aceite
[1:37:09.00]-[1:37:11.00]  ¿sí?
[1:37:11.00]-[1:37:13.00]  claro
[1:37:13.00]-[1:37:15.00]  como nada más recuerdo
[1:37:15.00]-[1:37:17.00]  ¿nunca se va la luz aquí en la aldea?
[1:37:17.00]-[1:37:19.00]  no, hombre, puede ser
[1:37:19.00]-[1:37:21.00]  dentro de nada o algo, pero
[1:37:21.00]-[1:37:23.00]  pero no entiendo
[1:37:23.00]-[1:37:25.00]  cómo funcionaba eso
[1:37:25.00]-[1:37:27.00]  ¿cómo funcionaba eso?
[1:37:27.00]-[1:37:29.00]  con eso, con aceite
[1:37:29.00]-[1:37:31.00]  ¿y dónde va el aceite?
[1:37:31.00]-[1:37:33.00]  ahí, cójalo uno y se lo digo
[1:37:35.00]-[1:37:37.00]  esto
[1:37:37.00]-[1:37:39.00]  lleno de aceite
[1:37:39.00]-[1:37:41.00]  y
[1:37:41.00]-[1:37:43.00]  voy a poner el candil que le diga yo
[1:37:43.00]-[1:37:45.00]  ¿no lo vas a poner?
[1:37:45.00]-[1:37:47.00]  no, sí, yo le voy a poner una cosa
[1:37:47.00]-[1:37:49.00]  nada más
[1:37:49.00]-[1:37:53.00]  chiste, estoy por aquí con el hecho
[1:37:55.00]-[1:37:57.00]  ¿qué es esto?
[1:38:07.00]-[1:38:09.00]  bueno, como queréis me acortáis
[1:38:09.00]-[1:38:11.00]  pero los vídeos son iguales
[1:38:11.00]-[1:38:13.00]  ¿qué es esto?
[1:38:13.00]-[1:38:15.00]  ¿qué es esto?
[1:38:15.00]-[1:38:17.00]  ¿qué es esto?
[1:38:17.00]-[1:38:19.00]  esto es una comparación
[1:38:19.00]-[1:38:21.00]  ¿dónde está el candil?
[1:38:21.00]-[1:38:23.00]  aquí
[1:38:23.00]-[1:38:25.00]  esto estaba lleno de aceite
[1:38:25.00]-[1:38:27.00]  y se hacía así
[1:38:31.00]-[1:38:33.00]  lleno de aceite
[1:38:33.00]-[1:38:35.00]  y iba chupando
[1:38:35.00]-[1:38:37.00]  y hasta que le quedaba una
[1:38:37.00]-[1:38:29.22]  una
[1:38:29.22]-[1:38:42.22]  una
[1:38:42.22]-[1:38:44.22]  una
[1:38:44.22]-[1:38:46.22]  una
[1:38:46.22]-[1:38:48.22]  y hasta que le quedaba una gota
[1:38:48.22]-[1:38:50.22]  así
[1:38:50.22]-[1:38:52.22]  ¿y esto cómo se llama?
[1:38:52.22]-[1:38:54.22]  esto
[1:38:54.22]-[1:38:56.22]  ¿esto cómo se llama?
[1:38:56.22]-[1:38:58.22]  esa es la torcida
[1:38:58.22]-[1:39:00.22]  torcida
[1:39:00.22]-[1:39:02.22]  eso es la torcida
[1:39:02.22]-[1:39:04.22]  así
[1:39:04.22]-[1:39:06.22]  y esto el candil
[1:39:06.22]-[1:39:08.22]  ¿y alumbraba mucho?
[1:39:08.22]-[1:39:10.22]  bueno, que sí alumbraba, claro
[1:39:10.22]-[1:39:12.22]  mi chica no sabe
[1:39:12.22]-[1:39:14.22]  mi nieta
[1:39:14.22]-[1:39:16.22]  todo lo que está diciendo mi abuela
[1:39:16.22]-[1:39:18.22]  ella que va a saber es la criativa
[1:39:18.22]-[1:39:20.22]  ¿y esto se colgaba o iban?
[1:39:20.22]-[1:39:22.22]  no, esto se dejaba en una puncha
[1:39:22.22]-[1:39:24.22]  y ya podía cenar y comer
[1:39:24.22]-[1:39:26.22]  y eso, y si querías más luz
[1:39:26.22]-[1:39:28.22]  por dos candiles
[1:39:28.22]-[1:39:30.22]  o para pelar
[1:39:30.22]-[1:39:32.22]  lo que estábamos diciendo
[1:39:32.22]-[1:39:34.22]  del maíz y todo eso
[1:39:34.22]-[1:39:36.22]  claro
[1:39:36.22]-[1:39:38.22]  que bueno
[1:39:38.22]-[1:39:40.22]  ¿y esto compraban o cómo?
[1:39:40.22]-[1:39:42.22]  ¿esto si se provecían entonces?
[1:39:42.22]-[1:39:44.22]  sí
[1:39:44.22]-[1:39:46.22]  y ahora eso es típico de un candil de esos
[1:39:46.22]-[1:39:48.22]  claro
[1:39:48.22]-[1:39:50.22]  ahora que le quites esto diga
[1:39:50.22]-[1:39:52.22]  ¿dónde está? que le ha puesto una torcida
[1:39:52.22]-[1:39:54.22]  una torcida
[1:39:54.22]-[1:39:56.22]  ¿y cuando usted llegó aquí desde
[1:39:56.22]-[1:39:58.22]  su aldea, desde la golfilla
[1:39:58.22]-[1:40:00.22]  ¿le parecía que aquí la gente
[1:40:00.22]-[1:40:02.22]  hablaba raro?
[1:40:02.22]-[1:40:04.22]  no, que hablaba igual que yo
[1:40:04.22]-[1:40:06.22]  igual, es raro
[1:40:06.22]-[1:40:08.22]  pero por ejemplo
[1:40:08.22]-[1:40:10.22]  ¿aquí no se habla valenciano?
[1:40:10.22]-[1:40:12.22]  no
[1:40:12.22]-[1:40:14.22]  en Reguena tampoco se habla
[1:40:14.22]-[1:40:16.22]  valenciano
[1:40:16.22]-[1:40:18.22]  ¿y sus hijos no han aprendido valenciano?
[1:40:18.22]-[1:40:20.22]  no, no
[1:40:20.22]-[1:40:22.22]  ellos han aprendido
[1:40:22.22]-[1:40:24.22]  a hablar
[1:40:24.22]-[1:40:26.22]  como yo y su padre
[1:40:26.22]-[1:40:28.22]  y eso
[1:40:28.22]-[1:40:30.22]  ¿pero estuvieron aquí sus hijos?
[1:40:30.22]-[1:40:32.22]  ¿antes? claro, claro
[1:40:32.22]-[1:40:34.22]  mis hijos estuvieron aquí en una escuela
[1:40:34.22]-[1:40:36.22]  y luego cuando pertenecían
[1:40:36.22]-[1:40:40.22]  yo estaba aquí y ellos no
[1:40:40.22]-[1:40:42.22]  pero
[1:40:42.22]-[1:40:44.22]  pero
[1:40:44.22]-[1:40:46.22]  aquí hay
[1:40:46.22]-[1:40:48.22]  ¿es su hijo?
[1:40:48.22]-[1:40:50.22]  no
[1:40:50.22]-[1:40:52.22]  ¿qué tal?
[1:40:52.22]-[1:40:54.22]  ¿qué tal?
[1:40:54.22]-[1:40:56.22]  ¿qué tal?
[1:40:56.22]-[1:40:58.22]  ¿qué tal?
[1:40:58.22]-[1:41:00.22]  ¿qué tal?
[1:41:00.22]-[1:41:02.22]  ¿qué tal?
[1:41:02.22]-[1:41:04.22]  ¿qué tal?
[1:41:04.22]-[1:41:06.22]  ¿qué tal?
[1:41:26.22]-[1:41:17.66] ...
[1:41:31.74]-[1:41:33.74] ...
[1:41:33.74]-[1:41:40.50]  La guerra, yo no le cuento nada nada más que de donde yo me crie,
[1:41:40.50]-[1:41:45.10]  sí, le puedo creer de la guerra de cuando los moros,
[1:41:45.10]-[1:41:46.10]  ¿sí?
[1:41:46.10]-[1:41:52.94]  cuando los moros, eso nos llevaban, me acuerdo yo que era, tenía que ser yo muy pequeña
[1:41:52.94]-[1:41:58.10]  y nos hacían a puertas del sol, oscuras, allí no podías eso,
[1:41:58.10]-[1:42:02.86]  y decía, a mi padre un atajo de cabras y otra de ovejas,
[1:42:02.86]-[1:42:09.38]  y decía, venga, un cordero necesito un pollo o un cabrito,
[1:42:09.38]-[1:42:15.98]  y cogía así, ponían un palo así, ahí, y le ponían el cuello al cabrito y hacía
[1:42:15.98]-[1:42:16.98]  ¡pam!
[1:42:16.98]-[1:42:19.98]  y le cortaban la cabeza y así nos mataban.
[1:42:19.98]-[1:42:20.98]  ¿Sí?
[1:42:20.98]-[1:42:29.82]  Sí, me acuerdo yo de eso, de, y madre mía, que ellos nos llevaban por el cuello de la
[1:42:29.82]-[1:42:35.30]  barbura, a mi padre ya, a mi padre y a los vecinos, a todos, cuando los moros,
[1:42:35.30]-[1:42:42.62]  yo otra cosa ya no recuerdo de aquí, no recuerdo yo nada de aquí.
[1:42:42.62]-[1:42:56.74]  Hace eso, tiene mi chico en el 74, en el 74, no sé, me parece,
[1:42:56.74]-[1:43:04.50]  mi hija tiene 59 años y lo tuve en los 11 meses, 60 años, esto yo digo.
[1:43:04.50]-[1:43:12.22]  A los 11 meses estuve yo en mi niño, los otros se llevan a 6 años, casi 7, se llevan
[1:43:12.22]-[1:43:13.22]  aquí.
[1:43:13.22]-[1:43:16.18]  Y queríamos decir, ¿antes hacía frío en invierno aquí?
[1:43:16.18]-[1:43:23.94]  Pues sí, sí, también, sí, sí, más que antes, más que ahora, sí, nevaba más,
[1:43:23.94]-[1:43:32.66]  a lo mejor más cantidad, pero, pues se deciste que no, pues ahora sí, ahora no, ni en la
[1:43:32.66]-[1:43:33.66]  cocina, por aquí.
[1:43:33.66]-[1:43:34.66]  Pero antes sí que nevaba.
[1:43:34.66]-[1:43:35.66]  ¿Sí?
[1:43:35.66]-[1:43:36.66]  Antes sí que nevaba.
[1:43:36.66]-[1:43:37.66]  ¿Y cómo calentaban la casa?
[1:43:37.66]-[1:43:49.66]  La casa la calentaban, pues yo que sé decirte, pues con lumbre, lumbre y estufas, y estufas,
[1:43:49.66]-[1:43:54.78]  y leña como, hay leña, pues...
[1:43:54.78]-[1:43:59.34]  Y otra pregunta, ¿antiguamente, antiguamente había baño, servicio en las casas?
[1:43:59.34]-[1:44:00.34]  Baño, no.
[1:44:00.34]-[1:44:01.34]  ¿Y qué hacían?
[1:44:01.34]-[1:44:09.66]  Porque pues ande por los corrales, ande eso, no había, no había.
[1:44:09.66]-[1:44:11.18]  ¿Y para bañarse, ducharse?
[1:44:11.18]-[1:44:19.98]  Pues yo que sé decirte, como la gente se arreglaba, o si te hacías un poco de chapuza
[1:44:19.98]-[1:44:20.98]  para arreglarte.
[1:44:20.98]-[1:44:25.02]  ¿Y los dientes cómo se los limpiaban?
[1:44:25.02]-[1:44:27.66]  ¿Tenían cepillos de dientes?
[1:44:27.66]-[1:44:37.62]  Pues yo, yo creo que sí, yo no me acuerdo, no sé qué, pues yo que, pues que ni había
[1:44:37.62]-[1:44:45.26]  dientes, eso, de patas o con bicarbonato, no sé, que limpiabas, me parece, así, o
[1:44:45.26]-[1:44:46.26]  no sé cómo se hacía.
[1:44:46.26]-[1:44:47.26]  ¿Con el cero?
[1:44:47.26]-[1:44:48.26]  Sí, sí, sí.
[1:44:48.26]-[1:44:59.26]  No por ser una persona sucia, es que no había, es que no había antes, es que no había antes,
[1:44:59.26]-[1:45:00.70]  madre mía de mi vida.
[1:45:00.70]-[1:45:08.14]  Me acuerdo yo que en la golfilla sabiste, le digo la verdad, venía el puesto de Villatoya
[1:45:08.14]-[1:45:13.50]  y el puesto de Casarevert de los Guardias a mi casa, no menos 30 años, y venían a
[1:45:13.50]-[1:45:19.34]  lo mejor una pareja o dos, y de la otra eso, y nosotros siete.
[1:45:19.34]-[1:45:26.02]  Venía el río Cabriol con una turda de agua, sabé, que a lo mejor empezaba casi unos terreños
[1:45:26.02]-[1:45:33.86]  de tierra y se te llevaba a lo mejor unos trozos de campo y dejaba al otro, sabé, al
[1:45:33.86]-[1:45:41.46]  que no era tuyo, al de la parte de Valencia, y tú eras el de Albacete, pero bueno, en
[1:45:41.46]-[1:45:47.70]  fin, y a ver dónde nos vamos a lavar, ay pues vámonos para Manguilla, vámonos para
[1:45:47.70]-[1:45:52.10]  este, vámonos para allá, vámonos para allá, a ver a dónde ha dejado unos trozos
[1:45:52.10]-[1:45:59.46]  de charcos de agua clara, el baleo que decían, un baleo que decían que cogías para coger
[1:45:59.46]-[1:46:09.50]  la basura, de esos de pleitas, sabé, que hacían, y la losa de madera, la ropa, en
[1:46:09.50]-[1:46:15.54]  una cabeza a la cabeza, hubo como podía saber a dónde eso, y allá, y allí a lo mejor
[1:46:15.54]-[1:46:21.62]  cogías piedras y las ponías allí que se atacaba el barro que había pasado, y ponías
[1:46:21.62]-[1:46:28.30]  el baleo y un saco de paja, y allá a lo mejor lavaba a Dios un sabanar para las camas, de
[1:46:28.30]-[1:46:32.70]  los guardias que venían, que ellos venían de eso, hacer guardia allí, ahí dormían,
[1:46:32.70]-[1:46:40.98]  allí tenían el puesto, y otro día se iban a lo mejor para la lontanar, para el petuán,
[1:46:40.98]-[1:46:47.54]  para la balsa, para mucho, para que tuvieran el destino, y yo me acuerdo que venían y
[1:46:47.54]-[1:46:52.42]  detienen, usted si viene el capitán o el sargento o el fulano le dicen que no hemos estado,
[1:46:52.42]-[1:46:58.34]  y ya, pues, está aquí la guardia civil, no señor, nosotros no han venido y hace rato
[1:46:58.34]-[1:47:05.30]  que se fueron con las botas puestas para el deslontanar, el de para, como se llamaba
[1:47:05.30]-[1:47:14.10]  el esperazo, ay no me acuerdo, espera, el que son malos, para el que son malos, y que
[1:47:14.10]-[1:47:19.46]  tienen los guardias que tienen, y corriendo con las botas puestas, así que éramos nosotros
[1:47:19.46]-[1:47:26.06]  los siete, o seis porque me malamudio, y nosotros todos seis, a lavar a mano de un charco de
[1:47:26.06]-[1:47:32.74]  java, de agua, eso le digo la verdad, a hoy que tiene tu lavadora, pata arriba, voy a
[1:47:32.74]-[1:47:14.10]  ver mi novela, lo de
[1:47:15.48]-[1:47:43.62]  es verdad o mentira eh, yo porque no me gusta la novela, a mi no, por eso me compraron el
[1:47:43.62]-[1:47:48.50]  casey, porque me gusta el casey cinta, de las que había de antes, y lo tengo ahí cuando
[1:47:48.50]-[1:47:55.30]  me parece me pongo pero yo no me gusta, no, la televisión no me gusta ni la película
[1:47:55.30]-[1:48:03.54]  ni las novelas, a mi no me gusta nada de eso, a mi el parte si, el parte si que me gusta,
[1:48:03.54]-[1:48:10.42]  el parte me gusta enterarme y cuando no me pone un poco eso le digo cualquier cosa y la
[1:48:10.42]-[1:48:40.22]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[1:48:40.22]-[1:49:10.02]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[1:49:10.02]-[1:49:39.82]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[1:49:39.82]-[1:50:09.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[1:50:09.42]-[1:50:35.02]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[1:50:35.02]-[1:51:00.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[1:51:00.42]-[1:51:25.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[1:51:25.42]-[1:51:50.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[1:51:50.42]-[1:52:15.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[1:52:15.42]-[1:52:40.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[1:52:40.42]-[1:53:05.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[1:53:05.42]-[1:53:30.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[1:53:30.42]-[1:53:50.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[1:53:50.42]-[1:54:15.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[1:54:15.42]-[1:54:40.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[1:54:40.42]-[1:55:05.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[1:55:05.42]-[1:55:30.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[1:55:30.42]-[1:55:55.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[1:55:55.42]-[1:56:20.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[1:56:20.42]-[1:56:45.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[1:56:45.42]-[1:57:10.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[1:57:10.42]-[1:57:30.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[1:57:30.42]-[1:57:55.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[1:57:55.42]-[1:58:20.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[1:58:20.42]-[1:58:45.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[1:58:45.42]-[1:59:10.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[1:59:10.42]-[1:59:35.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[1:59:35.42]-[2:00:00.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:00:00.42]-[2:00:25.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[2:00:25.42]-[2:00:50.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[2:00:50.42]-[2:01:15.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[2:01:15.42]-[2:01:40.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[2:01:40.42]-[2:02:05.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[2:02:05.42]-[2:02:30.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[2:02:30.42]-[2:02:55.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[2:02:55.42]-[2:03:20.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[2:03:20.42]-[2:03:45.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:03:45.42]-[2:04:10.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[2:04:10.42]-[2:04:35.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[2:04:35.42]-[2:04:55.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[2:04:55.42]-[2:05:15.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[2:05:15.42]-[2:05:35.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[2:05:35.42]-[2:06:00.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[2:06:00.42]-[2:06:25.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[2:06:25.42]-[2:06:50.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[2:06:50.42]-[2:07:15.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:07:15.42]-[2:07:35.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[2:07:35.42]-[2:07:55.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[2:07:55.42]-[2:08:15.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[2:08:15.42]-[2:08:35.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[2:08:35.42]-[2:08:55.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[2:08:55.42]-[2:09:20.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[2:09:20.42]-[2:09:45.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[2:09:45.42]-[2:10:10.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[2:10:10.42]-[2:10:30.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:10:30.42]-[2:10:50.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[2:10:50.42]-[2:11:10.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[2:11:10.42]-[2:11:30.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[2:11:30.42]-[2:11:50.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[2:11:50.42]-[2:12:10.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[2:12:10.42]-[2:12:30.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[2:12:30.42]-[2:12:55.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[2:12:55.42]-[2:13:20.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[2:13:20.42]-[2:13:45.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:13:45.42]-[2:14:05.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[2:14:05.42]-[2:14:25.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[2:14:25.42]-[2:14:45.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[2:14:45.42]-[2:15:05.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[2:15:05.42]-[2:15:25.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[2:15:25.42]-[2:15:45.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[2:15:45.42]-[2:16:10.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[2:16:10.42]-[2:16:35.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[2:16:35.42]-[2:16:55.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:16:55.42]-[2:17:15.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[2:17:15.42]-[2:17:35.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[2:17:35.42]-[2:17:55.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[2:17:55.42]-[2:18:15.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[2:18:15.42]-[2:18:35.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[2:18:35.42]-[2:19:00.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[2:19:00.42]-[2:19:25.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[2:19:25.42]-[2:19:45.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[2:19:45.42]-[2:20:05.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:20:05.42]-[2:20:25.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[2:20:25.42]-[2:20:45.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[2:20:45.42]-[2:21:05.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[2:21:05.42]-[2:21:25.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[2:21:25.42]-[2:21:45.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[2:21:45.42]-[2:22:10.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[2:22:10.42]-[2:22:30.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[2:22:30.42]-[2:22:55.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[2:22:55.42]-[2:23:20.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:23:20.42]-[2:23:40.42]  no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me
[2:23:40.42]-[2:24:00.42]  gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la
[2:24:00.42]-[2:24:25.42]  novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la
[2:24:25.42]-[2:24:45.42]  verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es
[2:24:45.42]-[2:25:10.42]  que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no
[2:25:10.42]-[2:25:35.42]  me gusta la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta
[2:25:35.42]-[2:26:00.42]  la novela, la verdad es que no me gusta la novela, la verdad es que no me gusta la novela,
[2:26:00.42]-[2:26:25.42]  la verdad es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad
[2:26:25.42]-[2:26:45.42]  es que no me gusta la novela, la verdad es que no me gusta la novela, la verdad es que
[2:26:45.42]-[2:27:08.42]  no me gusta la novela, la verdad es que no me gusta la novela.
