[0:00:00.00]-[0:00:02.00]  Hola, ¿cómo estás?
[1:14:40.70]-[1:14:42.70]  Y nunca estuvo a tejido
[1:14:42.70]-[1:14:44.70]  Dependiente
[1:14:44.70]-[1:14:46.70]  Pero me consideraban
[1:14:46.70]-[1:14:48.70]  Porque mi abuelo había sido más
[1:14:48.70]-[1:14:50.70]  Lo que fuera era una media clase alta
[1:14:50.70]-[1:14:52.70]  Y yo iba a la plaza
[1:14:52.70]-[1:14:54.70]  Mis amigas no iban
[1:14:54.70]-[1:14:56.70]  A mí me gustaba mucho
[1:14:56.70]-[1:14:58.70]  Y a comprar y salir a la calle
[1:15:00.70]-[1:15:02.70]  Hasta los días de la guerra
[1:15:02.70]-[1:15:04.70]  Vaya terminando la guerra
[1:15:04.70]-[1:15:06.70]  Hasta por carbón iba yo
[1:15:06.70]-[1:15:08.70]  Yo fui por el carbón
[1:15:08.70]-[1:15:10.70]  Estaba muy cerca
[1:15:10.70]-[1:15:12.70]  Mi calle aquí
[1:15:12.70]-[1:15:14.70]  Y el carbón estaba aquí en la otra calle
[1:15:14.70]-[1:15:16.70]  Iba por el carbón, no me lo paro
[1:15:16.70]-[1:15:18.70]  Entonces era picón
[1:15:18.70]-[1:15:20.70]  Y se cogeía una coaíta, se sabe
[1:15:20.70]-[1:15:22.70]  Y había que soplar, soplar, soplar
[1:15:22.70]-[1:15:24.70]  Para pasar los brazeros
[1:15:24.70]-[1:15:26.70]  Para denunciar
[1:15:26.70]-[1:15:28.70]  Y toda la corriente no la teníamos entonces
[1:15:28.70]-[1:15:30.70]  Claro
[1:15:30.70]-[1:15:32.70]  Cuando yo era más mayor
[1:15:32.70]-[1:15:34.70]  Un rallador era redondo
[1:15:34.70]-[1:15:36.70]  Y eso sí
[1:15:36.70]-[1:15:38.70]  Nosotros cuando eramos niños
[1:15:38.70]-[1:15:40.70]  Ya teníamos un rallador de eso
[1:15:40.70]-[1:15:42.70]  Pero no iba a bañarlo
[1:15:42.70]-[1:15:44.70]  Pero antes de ir a la sierra por la mañana
[1:15:44.70]-[1:15:46.70]  Y ya está
[1:15:46.70]-[1:15:48.70]  Y el pan, ¿tenían pan aquí?
[1:15:48.70]-[1:15:50.70]  ¿Lo hacían aquí donde querían?
[1:15:50.70]-[1:15:52.70]  Bueno, el pan tuvo racionado mucho tiempo
[1:15:52.70]-[1:15:54.70]  Y hubo un pan de maíz
[1:15:54.70]-[1:15:56.70]  Y a mi hermano le gustaba
[1:15:56.70]-[1:15:58.70]  Y comía, ahora mi padre y yo
[1:15:58.70]-[1:16:00.70]  Los señoritos de la casa
[1:16:00.70]-[1:16:02.70]  Tenían que buscar
[1:16:02.70]-[1:16:04.70]  Había el estrapelo
[1:16:04.70]-[1:16:06.70]  Por qué también valía cinco euros
[1:16:06.70]-[1:16:08.70]  Un duro, porque yo era un huncho
[1:16:08.70]-[1:16:10.70]  Había el estrapelista
[1:16:10.70]-[1:16:12.70]  Me decían que traía el pan
[1:16:12.70]-[1:16:14.70]  De este pueblo, de otro pueblo
[1:16:14.70]-[1:16:16.70]  Teníamos mucha amistad
[1:16:16.70]-[1:16:18.70]  En frente de la casa había una...
[1:16:18.70]-[1:16:20.70]  Este es el teléfono
[1:16:24.70]-[1:16:26.70]  No sé si va a coger este de mi cuarto
[1:16:28.70]-[1:16:30.70]  Esa es bien
[1:16:30.70]-[1:16:32.70]  Esa es la empachosa
[1:16:32.70]-[1:16:34.70]  Esa tiene carrera
[1:16:36.70]-[1:16:38.70]  Este es abogado
[1:16:38.70]-[1:16:40.70]  La otra contabilidad
[1:16:40.70]-[1:16:42.70]  El que está en la casa
[1:16:42.70]-[1:16:44.70]  Es una abogada
[1:16:44.70]-[1:16:46.70]  Es una caberilla
[1:16:46.70]-[1:16:48.70]  La chica como corrió
[1:16:48.70]-[1:16:50.70]  Estaba para delinear
[1:16:50.70]-[1:16:52.70]  Y su padre dice que no ha delineado bien
[1:16:54.70]-[1:16:56.70]  Tampoco tiene
[1:16:56.70]-[1:16:58.70]  Esta es psicóloga
[1:16:58.70]-[1:17:00.70]  Yo creo que será la que va a la casa
[1:17:00.70]-[1:17:02.70]  Mi hermana también es psicóloga
[1:17:02.70]-[1:17:04.70]  Sí
[1:17:04.70]-[1:17:06.70]  Está acabando
[1:17:06.70]-[1:17:08.70]  Está en ella
[1:17:08.70]-[1:17:10.70]  Está psicóloga de esa
[1:17:10.70]-[1:17:12.70]  Pero también trabaja en la oficina de los seguros
[1:17:16.70]-[1:17:18.70]  Está tan con un cajito
[1:17:18.70]-[1:17:20.70]  Está muy bien
[1:17:20.70]-[1:17:22.70]  ¿Qué estábamos hablando?
[1:17:22.70]-[1:17:24.70]  Con el pan
[1:17:24.70]-[1:17:26.70]  Después de la guerra no había pan
[1:17:26.70]-[1:17:28.70]  Entonces
[1:17:28.70]-[1:17:30.70]  Dava
[1:17:30.70]-[1:17:32.70]  Las raciones
[1:17:32.70]-[1:17:34.70]  Como era aquello primero
[1:17:34.70]-[1:17:36.70]  Las raciones las daban
[1:17:36.70]-[1:17:38.70]  Pero había un otro
[1:17:38.70]-[1:17:40.70]  Entonces
[1:17:40.70]-[1:17:42.70]  Cojían la harina
[1:17:42.70]-[1:17:44.70]  Se la daban a los panaderos de trigo
[1:17:44.70]-[1:17:46.70]  O trigo
[1:17:46.70]-[1:17:48.70]  Había panaderías con molinos
[1:17:48.70]-[1:17:50.70]  Otras no
[1:17:50.70]-[1:17:52.70]  Pero algunas le daban trigo y lo molían
[1:17:52.70]-[1:17:54.70]  Pero lo estrapilaban
[1:17:54.70]-[1:17:56.70]  El trigo lo vendían
[1:17:56.70]-[1:17:58.70]  Entonces al pueblo
[1:17:58.70]-[1:18:00.70]  Nos daban de maíz
[1:18:00.70]-[1:18:02.70]  Pan de maíz
[1:18:02.70]-[1:18:04.70]  Mi hermano le gustaba
[1:18:04.70]-[1:18:06.70]  Después hubo también una temporada
[1:18:06.70]-[1:18:08.70]  Cuando se comía a comer
[1:18:08.70]-[1:18:10.70]  La espiga se lo molerían todo
[1:18:10.70]-[1:18:12.70]  Porque en la garganta te raspeaba
[1:18:12.70]-[1:18:14.70]  Ese no lo queríamos
[1:18:14.70]-[1:18:16.70]  Y a la detrás
[1:18:16.70]-[1:18:18.70]  Y luego después
[1:18:18.70]-[1:18:20.70]  Algunas veces por el campo
[1:18:20.70]-[1:18:22.70]  Por los puercillos que venían
[1:18:22.70]-[1:18:24.70]  Una vez a la semana venía un hombre
[1:18:24.70]-[1:18:26.70]  De Villanueva a la concesión
[1:18:26.70]-[1:18:28.70]  Y traía pan blanco
[1:18:28.70]-[1:18:30.70]  Y le traían uno a mi padre
[1:18:30.70]-[1:18:32.70]  Lo tenía que pagar más caro
[1:18:32.70]-[1:18:34.70]  Entonces por ahí teníamos uno a la semana
[1:18:34.70]-[1:18:36.70]  Y luego por una amiga de mi madre
[1:18:36.70]-[1:18:38.70]  Que tenía taona
[1:18:38.70]-[1:18:40.70]  Teníamos que ir una noche
[1:18:40.70]-[1:18:42.70]  A las 12 de la noche salía el pan para el campo
[1:18:42.70]-[1:18:44.70]  Y como era para los ricos
[1:18:44.70]-[1:18:46.70]  Para los labradores
[1:18:46.70]-[1:18:48.70]  Hacían un pan blanco
[1:18:48.70]-[1:18:50.70]  Entonces también lo daban uno
[1:18:50.70]-[1:18:52.70]  Y mi madre lo partía y lo guardaba
[1:18:52.70]-[1:18:54.70]  Para mi padre y para mí
[1:18:54.70]-[1:18:56.70]  Porque no queríamos ir de maíz
[1:18:56.70]-[1:18:58.70]  Y pillábamos también pan
[1:18:58.70]-[1:19:00.70]  No estuvieron muy escasas
[1:19:00.70]-[1:19:02.70]  Muchas veces no había
[1:19:02.70]-[1:19:04.70]  Mi madre había unos que no tenían madre
[1:19:04.70]-[1:19:06.70]  Y se ponían
[1:19:06.70]-[1:19:08.70]  Pero es que no tengo nada que darle
[1:19:08.70]-[1:19:10.70]  Si es que no hay pan
[1:19:10.70]-[1:19:12.70]  Ni de uno ni de otro
[1:19:12.70]-[1:19:14.70]  Si es que no tengo nada que darle
[1:19:14.70]-[1:19:16.70]  ¿Qué le vamos a dar a estas criaturas?
[1:19:16.70]-[1:19:18.70]  Y se volvía mi madre pura de vez
[1:19:18.70]-[1:19:20.70]  Que no le podíamos dar algo
[1:19:20.70]-[1:19:22.70]  Algunas veces el suyo
[1:19:22.70]-[1:19:24.70]  El pedazo que ya le tocaba
[1:19:24.70]-[1:19:26.70]  Me lo le untaba
[1:19:26.70]-[1:19:28.70]  Es que no tenían como esas de chicharrones
[1:19:28.70]-[1:19:30.70]  Y esas cosas de batalza
[1:19:30.70]-[1:19:32.70]  A mí me gustaba mucho la lorizana
[1:19:32.70]-[1:19:34.70]  Tampoco hubo en los tiempos de la guerra
[1:19:34.70]-[1:19:36.70]  La lorizana que era más bien de León
[1:19:36.70]-[1:19:38.70]  El país del norte donde venía esa marca
[1:19:40.70]-[1:19:42.70]  Y el aceite escaso
[1:19:42.70]-[1:19:44.70]  Todo muy escaso
[1:19:44.70]-[1:19:46.70]  Y nosotros estábamos
[1:19:46.70]-[1:19:48.70]  Teníamos un chocolate que ya lo hacían en Granada
[1:19:48.70]-[1:19:50.70]  La Vida de los Rayos muy malo
[1:19:50.70]-[1:19:52.70]  Darida, mamá, hacíamos malo
[1:19:52.70]-[1:19:54.70]  Nosotros estábamos acostumbrados
[1:19:54.70]-[1:19:56.70]  Que mi padre nos compraba los domingos
[1:19:56.70]-[1:19:58.70]  Unos chocolates de Nelle
[1:19:58.70]-[1:20:00.70]  Y un chiquitillo, unas tabletas
[1:20:00.70]-[1:20:02.70]  Y traía unas estampitas para los arbúnes
[1:20:04.70]-[1:20:06.70]  Mi hermano era el primero que cogía la estampa
[1:20:06.70]-[1:20:08.70]  Y yo el segundo
[1:20:08.70]-[1:20:10.70]  Y mi novia decía
[1:20:10.70]-[1:20:12.70]  Ya después te se comprará a ti
[1:20:12.70]-[1:20:14.70]  Y entonces las estampitas
[1:20:14.70]-[1:20:16.70]  Las cambiaban los niños
[1:20:16.70]-[1:20:18.70]  Yo tengo tres destas, yo tengo una
[1:20:18.70]-[1:20:20.70]  Se las cambiaba para el arbú
[1:20:20.70]-[1:20:22.70]  Y mi padre todos los domingos nos daba
[1:20:22.70]-[1:20:24.70]  Un anonci de regalo por la mañana
[1:20:24.70]-[1:20:26.70]  Eso no era de Covey
[1:20:26.70]-[1:20:28.70]  Un chocolate fino de Nelle
[1:20:28.70]-[1:20:30.70]  Yo no sé si usted no había llegado
[1:20:30.70]-[1:20:32.70]  A esas tabletas
[1:20:32.70]-[1:20:34.70]  Había pocos de esos
[1:20:34.70]-[1:20:36.70]  Sí, tabletas de Nelle
[1:20:36.70]-[1:20:38.70]  Ya no traía estampa
[1:20:38.70]-[1:20:40.70]  Pero antes sí
[1:20:40.70]-[1:20:42.70]  Y eso es lo que teníamos más
[1:20:42.70]-[1:20:44.70]  El chocolate
[1:20:44.70]-[1:20:46.70]  Y comíamos por la noche
[1:20:46.70]-[1:20:48.70]  Muchas tortillas
[1:20:48.70]-[1:20:50.70]  Y nuestra leche para dormir
[1:20:50.70]-[1:20:52.70]  También a los tiempos de mi madre
[1:20:52.70]-[1:20:54.70]  Comían a las 12 de la mañana
[1:20:54.70]-[1:20:56.70]  Y a las 5 de la tarde
[1:20:56.70]-[1:20:58.70]  Porque para las 7 o las 8 que las iba la luz
[1:21:00.70]-[1:21:02.70]  Mi madre decía
[1:21:02.70]-[1:21:04.70]  La luz eléctrica es mi abuela la que la empezó a ver
[1:21:04.70]-[1:21:06.70]  La luz eléctrica
[1:21:06.70]-[1:21:08.70]  Pero
[1:21:08.70]-[1:21:10.70]  Tampoco había
[1:21:10.70]-[1:21:12.70]  Mi abuelo no tuvieron luz
[1:21:12.70]-[1:21:14.70]  Y mi abuelo
[1:21:14.70]-[1:21:16.70]  Mi bisabuelo
[1:21:16.70]-[1:21:18.70]  Levo a mi madre con unos 12 años
[1:21:18.70]-[1:21:20.70]  Porque empezó a pasar un tren
[1:21:20.70]-[1:21:22.70]  De Málaga para Granada
[1:21:22.70]-[1:21:24.70]  Y pasaba a las 4
[1:21:24.70]-[1:21:26.70]  Y ya empezaron a poner un vagón
[1:21:26.70]-[1:21:28.70]  Era mucho para mercancías
[1:21:28.70]-[1:21:30.70]  Un vagón de
[1:21:30.70]-[1:21:32.70]  Viajeros, poquito
[1:21:32.70]-[1:21:34.70]  Y bajo
[1:21:34.70]-[1:21:36.70]  Mi madre dice que la llevó de la mano
[1:21:36.70]-[1:21:38.70]  Su abuelo a ver
[1:21:38.70]-[1:21:40.70]  Pasar el tren, dice que se ponían la gente ahí esperando
[1:21:40.70]-[1:21:42.70]  Pero si van a las 12, hasta las 4 que pasaba el tren
[1:21:42.70]-[1:21:44.70]  Si no traía retraso
[1:21:44.70]-[1:21:46.70]  Y entonces que luego subió
[1:21:46.70]-[1:21:48.70]  Y cuando subió le dio
[1:21:48.70]-[1:21:50.70]  A su hija, dice, eso
[1:21:50.70]-[1:21:52.70]  Tiene que acabarse, eso es de
[1:21:52.70]-[1:21:54.70]  Demonios, va echando
[1:21:54.70]-[1:21:56.70]  Candela, le va a caer a los campos
[1:21:56.70]-[1:21:58.70]  Vamos a arder, vamos a arder España
[1:21:58.70]-[1:22:00.70]  Eso no puede prosperar, eso tiene
[1:22:00.70]-[1:22:02.70]  Que quitarlo, eso es una cosa
[1:22:02.70]-[1:22:04.70]  Y mi madre dice
[1:22:04.70]-[1:22:06.70]  Ay, yo he visto las mujeres que iban
[1:22:06.70]-[1:22:08.70]  Llevaban sombreros, entonces para ir
[1:22:08.70]-[1:22:10.70]  El tren ya se les tían muy
[1:22:10.70]-[1:22:12.70]  Mudejadas, así que mi madre
[1:22:12.70]-[1:22:14.70]  Con 11 o 12 años
[1:22:14.70]-[1:22:16.70]  Ya vio ella el tren
[1:22:16.70]-[1:22:18.70]  De pasar por aquí
[1:22:18.70]-[1:22:20.70]  Y me dijo mi abuelo que yo era cosa de demonios
[1:22:20.70]-[1:22:22.70]  También
[1:22:22.70]-[1:22:24.70]  Hablaba que no podía hablar
[1:22:24.70]-[1:22:26.70]  En la comida, porque mi madre, nosotros nos poníamos
[1:22:26.70]-[1:22:28.70]  A pelear, no por esto, por otro
[1:22:28.70]-[1:22:30.70]  Digo, a mi que mi abuelo
[1:22:30.70]-[1:22:32.70]  No podía, yo pedía el pan, cuando yo quería
[1:22:32.70]-[1:22:34.70]  El pan, tenía que soltar la cuchara, ¡pum!
[1:22:34.70]-[1:22:36.70]  Ya sabía que me tenían que dar pan
[1:22:36.70]-[1:22:38.70]  Se rezaba el padre nuestro
[1:22:38.70]-[1:22:40.70]  Y allí nos mintía
[1:22:40.70]-[1:22:42.70]  Como yo soltaba la cuchara
[1:22:42.70]-[1:22:44.70]  Le daban risa, tenía que hacer porque su padre
[1:22:44.70]-[1:22:46.70]  Era muy serio, dice mi abuelo
[1:22:46.70]-[1:22:48.70]  Era muy religioso
[1:22:48.70]-[1:22:50.70]  Muy así
[1:22:50.70]-[1:22:52.70]  Eso me contaba
[1:22:52.70]-[1:22:54.70]  Nosotros no, nosotros ya hablábamos mucho
[1:22:54.70]-[1:22:56.70]  Y rezábamos
[1:22:56.70]-[1:22:58.70]  La noche buena, yo sigo
[1:22:58.70]-[1:23:00.70]  De rezar la noche buena
[1:23:00.70]-[1:23:02.70]  Lo primero que rezo es
[1:23:02.70]-[1:23:04.70]  Darle gracias al Señor, de que yo pongo
[1:23:04.70]-[1:23:06.70]  A una mesa, que eso es un banquete
[1:23:06.70]-[1:23:08.70]  Hay de todo, no falta
[1:23:08.70]-[1:23:10.70]  De nada, de nada, de nada
[1:23:10.70]-[1:23:12.70]  Tenemos gambas que tenemos
[1:23:12.70]-[1:23:14.70]  Ensaladillas que tenemos, postres, 4 o 5 postres
[1:23:14.70]-[1:23:16.70]  En fin, porque cada una lleva uno
[1:23:16.70]-[1:23:18.70]  Me untan mi hermano
[1:23:18.70]-[1:23:20.70]  Con sus niños
[1:23:20.70]-[1:23:22.70]  Y que ahora un subrino mío
[1:23:22.70]-[1:23:24.70]  Se casó con una peruana
[1:23:24.70]-[1:23:26.70]  Y ahora digo yo
[1:23:26.70]-[1:23:28.70]  Le untamos los peruanos
[1:23:28.70]-[1:23:30.70]  Y los jandos a nosotros
[1:23:30.70]-[1:23:32.70]  Porque ella se traba una niña
[1:23:32.70]-[1:23:34.70]  Y un niño que tenía
[1:23:34.70]-[1:23:36.70]  Porque ella era viuda
[1:23:36.70]-[1:23:38.70]  Y la hija trae un niño
[1:23:38.70]-[1:23:40.70]  Así que ella peruana
[1:23:40.70]-[1:23:42.70]  Y el marido, pues yo solté ahí
[1:23:42.70]-[1:23:44.70]  Y mi subrino se ha muerto
[1:23:44.70]-[1:23:46.70]  Son 5
[1:23:46.70]-[1:23:48.70]  Los peruanos, yo rezo a un padre nuestro
[1:23:48.70]-[1:23:50.70]  Para los que nos faltan
[1:23:50.70]-[1:23:52.70]  De nuestros difuntos y los nuestros
[1:23:52.70]-[1:23:54.70]  Voy a comprar
[1:23:54.70]-[1:23:56.70]  ¿Queres agua? ¿Queréis algo?
[1:23:56.70]-[1:23:58.70]  Dile tú, ¿queréis cerveza o algo?
[1:23:58.70]-[1:24:00.70]  Muchas gracias
[1:24:00.70]-[1:24:02.70]  Cerveza la vas a poner, porque está perdida
[1:24:02.70]-[1:24:04.70]  Una cacacola, una Fanta
[1:24:04.70]-[1:24:06.70]  No, muchas gracias
[1:24:06.70]-[1:24:08.70]  Y tú, ¿tienes agua?
[1:24:08.70]-[1:24:10.70]  Te veo con el vaso que no le has tocado
[1:24:10.70]-[1:24:12.70]  Un poquito
[1:24:12.70]-[1:24:14.70]  Bueno, voy a comprar ahora
[1:24:14.70]-[1:24:16.70]  Vuelve, venga, hasta ahora
[1:24:16.70]-[1:24:18.70]  Hasta ahora
[1:24:18.70]-[1:24:20.70]  ¿Quieres decir que la puerta es para mí?
[1:24:20.70]-[1:24:22.70]  Sí
[1:24:22.70]-[1:24:24.70]  Sí se llama
[1:24:24.70]-[1:24:26.70]  Y yo digo, bueno, traeme el agua
[1:24:26.70]-[1:24:28.70]  Eso, eso
[1:24:28.70]-[1:24:30.70]  Es que esto no quiere que lo tenga
[1:24:32.70]-[1:24:34.70]  Tiene una jarra
[1:24:34.70]-[1:24:36.70]  Y yo la jarra
[1:24:36.70]-[1:24:38.70]  Es que con esto que yo tuve
[1:24:38.70]-[1:24:40.70]  Yo 5 veces de la cama
[1:24:40.70]-[1:24:42.70]  Pues ya no puedo
[1:24:42.70]-[1:24:44.70]  El sostén me lo tienen que poner y me quitar
[1:24:44.70]-[1:24:46.70]  Porque yo he buscado esto, esto
[1:24:46.70]-[1:24:48.70]  Uno tiene muchas cosetas
[1:24:48.70]-[1:24:50.70]  Y no he encontrado ningún sostén que abracé
[1:24:50.70]-[1:24:52.70]  Por aquí, entonces
[1:24:52.70]-[1:24:54.70]  O esta que está ahí, o son más
[1:24:54.70]-[1:24:56.70]  Los que más me evite
[1:24:56.70]-[1:24:58.70]  Y no me llevo la mano
[1:24:58.70]-[1:25:00.70]  Y entonces la botella la como bien
[1:25:00.70]-[1:25:02.70]  Y la jarra no puedo
[1:25:02.70]-[1:25:04.70]  Y se sofuca
[1:25:04.70]-[1:25:06.70]  Aquí te ves ahí como se cree que tiene el aguardiente
[1:25:06.70]-[1:25:08.70]  Me dice
[1:25:08.70]-[1:25:10.70]  El aguardiente está ahí
[1:25:10.70]-[1:25:12.70]  ¿Y eso que trae una copita delico?
[1:25:12.70]-[1:25:14.70]  No
[1:25:14.70]-[1:25:16.70]  ¿Te vas a ir a marear?
[1:25:16.70]-[1:25:18.70]  Creo que sí
[1:25:22.70]-[1:25:24.70]  Pues que
[1:25:24.70]-[1:25:26.70]  Yo quería saber sobre su
[1:25:26.70]-[1:25:28.70]  Boda, cómo fue
[1:25:28.70]-[1:25:30.70]  ¿Mi boda?
[1:25:30.70]-[1:25:32.70]  Sí, si había otras tradiciones que
[1:25:32.70]-[1:25:34.70]  Mi boda, muy buena, muy buena
[1:25:34.70]-[1:25:36.70]  Yo, señorito
[1:25:36.70]-[1:25:38.70]  Bueno, hay todavía muchos
[1:25:38.70]-[1:25:40.70]  Porque era el 57
[1:25:40.70]-[1:25:42.70]  Pero
[1:25:42.70]-[1:25:44.70]  A pesar que ya había cosetas
[1:25:44.70]-[1:25:46.70]  También había escasas
[1:25:46.70]-[1:25:48.70]  Por ejemplo, además de ponerla en la boda
[1:25:48.70]-[1:25:50.70]  En botilla y eso
[1:25:50.70]-[1:25:52.70]  Y uno que tiene una imprenta
[1:25:52.70]-[1:25:54.70]  Demasiada, y siempre me dice
[1:25:54.70]-[1:25:56.70]  Me acuerdo de tu boda
[1:25:56.70]-[1:25:58.70]  De jamón que pusieron, de montadela
[1:25:58.70]-[1:26:00.70]  Que yo era extraordinario
[1:26:00.70]-[1:26:02.70]  Un plato de fiambre
[1:26:02.70]-[1:26:04.70]  Fue a las once de la mañana
[1:26:06.70]-[1:26:08.70]  Y después
[1:26:08.70]-[1:26:10.70]  La comida
[1:26:10.70]-[1:26:12.70]  Sería la una
[1:26:12.70]-[1:26:14.70]  Así, yo quería que ella está ahí
[1:26:14.70]-[1:26:16.70]  Yo trasló
[1:26:16.70]-[1:26:18.70]  Yo iba de vestida blanca
[1:26:18.70]-[1:26:20.70]  Mi padre fue el padrino
[1:26:20.70]-[1:26:22.70]  Y todo bien
[1:26:22.70]-[1:26:24.70]  Su padre, su madre fue la madrina
[1:26:26.70]-[1:26:28.70]  Y andaba tras el teléfono
[1:26:28.70]-[1:26:30.70]  Se la acercamos
[1:26:30.70]-[1:26:32.70]  ¿Y cuando sale?
[1:26:32.70]-[1:26:34.70]  Este no va a llegar
[1:26:34.70]-[1:26:36.70]  Sí, sí, sí
[1:26:36.70]-[1:26:38.70]  Vamos a ver
[1:26:38.70]-[1:26:40.70]  Que este se curta
[1:26:40.70]-[1:26:42.70]  Dígame
[1:26:42.70]-[1:26:44.70]  Ay
[1:26:44.70]-[1:26:46.70]  Mira
[1:26:46.70]-[1:26:48.70]  Mira
[1:26:48.70]-[1:26:50.70]  Estoy muy bien
[1:26:50.70]-[1:26:52.70]  He dormido
[1:26:52.70]-[1:26:54.70]  ¿Cuándo?
[1:26:54.70]-[1:26:56.70]  ¿Cuándo?
[1:26:56.70]-[1:26:58.70]  No sé
[1:26:58.70]-[1:27:00.70]  Yo ya me he dormido
[1:27:00.70]-[1:27:02.70]  Y se me corta
[1:27:02.70]-[1:27:04.70]  Ah, pues yo el teléfono que se me corta aquí está antes
[1:27:04.70]-[1:27:06.70]  Ya, ya
[1:27:06.70]-[1:27:08.70]  La atención la tengo bien
[1:27:08.70]-[1:27:10.70]  En 13 con 8
[1:27:10.70]-[1:27:12.70]  Vale
[1:27:12.70]-[1:27:14.70]  Claro, me tome la pastilla
[1:27:14.70]-[1:27:16.70]  Y está toda la noche durmiendo
[1:27:18.70]-[1:27:20.70]  ¿Y te lleva la tamaña?
[1:27:20.70]-[1:27:22.70]  ¿Cómo?
[1:27:22.70]-[1:27:24.70]  ¿Y te lleva la tamaña?
[1:27:24.70]-[1:27:26.70]  No, no, vamos a almorzar aquí en la casa
[1:27:26.70]-[1:27:28.70]  Yo no sé si va a ir esta tarde
[1:27:28.70]-[1:27:30.70]  O no se va a ir, no lo sé
[1:27:30.70]-[1:27:32.70]  Ya si se va
[1:27:32.70]-[1:27:34.70]  ¿Cómo?
[1:27:34.70]-[1:27:36.70]  ¿Cómo?
[1:27:36.70]-[1:27:38.70]  No, no, no
[1:27:38.70]-[1:27:40.70]  No han dicho nada, no han dicho nada
[1:27:40.70]-[1:27:42.70]  Yo quedé con
[1:27:42.70]-[1:27:44.70]  No hacía
[1:27:44.70]-[1:27:46.70]  No hacía nada
[1:27:46.70]-[1:27:48.70]  Pero no quedamos en nada
[1:27:48.70]-[1:27:50.70]  No me han llamado, si están dormiendo
[1:27:50.70]-[1:27:58.70]  ¿Y qué ocurrió allí?
[1:27:58.70]-[1:28:00.70]  ¿Cuarenta y dos niños y qué ocurrió ahí?
[1:28:00.70]-[1:28:02.70]  ¿Cómo?
[1:28:02.70]-[1:28:04.70]  No sé
[1:28:04.70]-[1:28:06.70]  ¿Y las niñas qué le pareció?
[1:28:06.70]-[1:28:08.70]  Las niñas nerviosas, y ellos
[1:28:08.70]-[1:28:10.70]  ¿Y las niñas qué le pareció?
[1:28:10.70]-[1:28:12.70]  A la pelota
[1:28:12.70]-[1:28:14.70]  ¿Y las niñas qué le pareció?
[1:28:14.70]-[1:28:16.70]  A la pelota
[1:28:16.70]-[1:28:18.70]  ¿Y las niñas qué le pareció?
[1:28:18.70]-[1:28:20.70]  A la pelota
[1:28:20.70]-[1:28:22.70]  Mira
[1:28:22.70]-[1:28:24.70]  Te dejo porque tengo visita
[1:28:24.70]-[1:28:26.70]  Tengo cuatro señoritas muy guapas
[1:28:26.70]-[1:28:28.70]  Muy guapas
[1:28:28.70]-[1:28:30.70]  Muy jóvenes
[1:28:30.70]-[1:28:32.70]  Mi amiga
[1:28:32.70]-[1:28:34.70]  Dos españolas y dos romanas
[1:28:34.70]-[1:28:36.70]  Así que si se quieren venir a verlas
[1:28:36.70]-[1:28:38.70]  Viene a verlas
[1:28:38.70]-[1:28:40.70]  ¿Cómo?
[1:28:40.70]-[1:28:42.70]  Amiga
[1:28:42.70]-[1:28:44.70]  Pero me voy a hacer amiga de ellas
[1:28:44.70]-[1:28:46.70]  Sí, claro
[1:28:46.70]-[1:28:48.70]  Las españolas
[1:28:48.70]-[1:28:50.70]  Muy jóvenes
[1:28:50.70]-[1:28:52.70]  Son como para mis nietos
[1:28:52.70]-[1:28:54.70]  ¿Y las españolas de esa comisaría?
[1:28:54.70]-[1:28:56.70]  Que no, mujer
[1:28:56.70]-[1:28:58.70]  Que no
[1:28:58.70]-[1:29:00.70]  Que viene de parte
[1:29:00.70]-[1:29:02.70]  De la prima
[1:29:02.70]-[1:29:04.70]  ¿Y las españolas de la comisaría?
[1:29:04.70]-[1:29:06.70]  Sí, no
[1:29:06.70]-[1:29:08.70]  ¿Qué pasa yo aquí?
[1:29:08.70]-[1:29:10.70]  No
[1:29:10.70]-[1:29:12.70]  Las caras que tienen son de buena gente
[1:29:12.70]-[1:29:14.70]  ¿Y la profesión de Catar?
[1:29:14.70]-[1:29:16.70]  Bueno, vamos a ver
[1:29:16.70]-[1:29:18.70]  Yo la veré por la tele
[1:29:18.70]-[1:29:20.70]  Vamos a ver si la lleves
[1:29:20.70]-[1:29:22.70]  Y te voy a comprar
[1:29:22.70]-[1:29:24.70]  Que yo no me levantaba tarde
[1:29:24.70]-[1:29:26.70]  Y como estaba tan suminado
[1:29:26.70]-[1:29:28.70]  Hasta las diez no se ha despertado
[1:29:28.70]-[1:29:30.70]  Yo no me voy a dormir
[1:29:30.70]-[1:29:32.70]  Porque estaba reventado
[1:29:32.70]-[1:29:34.70]  Bueno, pues ve a comprar y a hacer tus cosas
[1:29:34.70]-[1:29:36.70]  Y a mí me das con mi visita
[1:29:36.70]-[1:29:38.70]  Adiós, hija
[1:29:38.70]-[1:29:40.70]  Esta no acaba
[1:29:40.70]-[1:29:42.70]  Esta es la empachosa
[1:29:42.70]-[1:29:44.70]  Aquí por si llamaba
[1:29:44.70]-[1:29:46.70]  Falta la su...
[1:29:46.70]-[1:29:48.70]  Falta la su...
[1:29:48.70]-[1:29:50.70]  La espachá
[1:29:50.70]-[1:29:52.70]  Esta es la que corrió
[1:29:52.70]-[1:29:54.70]  Pero tiene dos niñas preciosas
[1:29:54.70]-[1:29:56.70]  No porque sean mis nietas
