[0:00:00.00]-[0:00:02.00]  ¿Dónde estudiáis vosotras?
[1:20:53.00]-[1:20:56.00]  Entonces, bueno, pero te quiero decir que había mucha rectitud entonces,
[1:20:56.00]-[1:20:59.00]  mucho respeto, muchas cosas, ¿sí?
[1:20:59.00]-[1:21:02.00]  Entonces no se podía divertir a la juventud como hoy, ¿no?
[1:21:02.00]-[1:21:05.00]  Hoy es demasiado, aunque se hay jóvenes vosotros,
[1:21:05.00]-[1:21:08.00]  pero hoy hay demasiada libertad.
[1:21:08.00]-[1:21:11.00]  Pero bueno, yo digo que la persona que se quiere comportar,
[1:21:11.00]-[1:21:13.00]  tanto entonces como ahora, es verdad,
[1:21:13.00]-[1:21:16.00]  fue un poco bueno, pero el respeto que había antes,
[1:21:16.00]-[1:21:18.00]  no lo hay ahora, eso no.
[1:21:18.00]-[1:21:20.00]  Ahora no, se puede comparar.
[1:21:20.00]-[1:21:22.00]  ¿Y antes, imagínate con cuántos años se casaba?
[1:21:22.00]-[1:21:26.00]  Pues en la N era nosotros, aquí en mi casa, en mi casa, digamos, ¿eh?
[1:21:26.00]-[1:21:29.00]  Todos, todos, de 26 a 27 años.
[1:21:29.00]-[1:21:31.00]  De 26 a 27, sí.
[1:21:31.00]-[1:21:34.00]  El mayor de nosotros con 27 cumplidos,
[1:21:34.00]-[1:21:37.00]  el otro le faltaba para cumplirlo también,
[1:21:37.00]-[1:21:39.00]  no sé si llegara antes de los 4 meses,
[1:21:39.00]-[1:21:44.00]  el tercero, quizás el tercero se casara antes de los 26, quizás,
[1:21:44.00]-[1:21:47.00]  porque él se fue a trabajar a Sevilla,
[1:21:47.00]-[1:21:49.00]  y como la novia estaba en Sevilla también,
[1:21:49.00]-[1:21:52.00]  que vivían allí en Sevilla, se casó antes.
[1:21:52.00]-[1:21:55.00]  Ya no estaba aquí en la familia, pues le interesó el casarse,
[1:21:55.00]-[1:21:57.00]  y me parece que no tenía todavía los 26,
[1:21:57.00]-[1:21:59.00]  el chico no tenía todavía los 26.
[1:21:59.00]-[1:22:03.00]  Y luego yo me casé con 26 en septiembre
[1:22:03.00]-[1:22:06.00]  y cumplía los 27 en noviembre,
[1:22:06.00]-[1:22:08.00]  así que casi de 27 también me casé.
[1:22:08.00]-[1:22:10.00]  Y mi hermana, pues más o menos también.
[1:22:10.00]-[1:22:12.00]  Mi hermana no me acuerdo yo, mi hermana duraba 5 años,
[1:22:12.00]-[1:22:14.00]  pero ella se casó después de yo, a lo menos 6 años.
[1:22:14.00]-[1:22:16.00]  No sé, no me acuerdo de mi hermana,
[1:22:16.00]-[1:22:18.00]  pero mi hermana también se casó, eso más o menos,
[1:22:18.00]-[1:22:22.00]  de 26, 26 y algo, así nos hemos casado todos 5.
[1:22:22.00]-[1:22:26.00]  Y bueno, ya era la edad entonces, más o menos,
[1:22:26.00]-[1:22:29.00]  había quien se casaba con 23, con 21,
[1:22:29.00]-[1:22:32.00]  también hubo aquí entonces en esta época que hubo quien se casó,
[1:22:32.00]-[1:22:34.00]  pero vamos, que por regla general,
[1:22:34.00]-[1:22:40.00]  los 26, 28, era lo más normal entonces las bodas aquí.
[1:22:40.00]-[1:22:42.00]  ¿Y los hijos?
[1:22:42.00]-[1:22:46.00]  Los hijos de aquella época de nosotros hay quien tiene,
[1:22:46.00]-[1:22:49.00]  mi hermano por ejemplo, un hermano no tiene ninguno,
[1:22:49.00]-[1:22:54.00]  este chico tiene 5, el segundo tiene 4,
[1:22:54.00]-[1:22:57.00]  y luego nosotros tenemos, yo tengo 2 varones nada más,
[1:22:57.00]-[1:23:01.00]  y mi hermana pequeña tiene 3 hembras.
[1:23:01.00]-[1:23:03.00]  ¿Y sus hijos nacieron aquí en el pueblo?
[1:23:03.00]-[1:23:05.00]  Sí, mis hijos, bueno, nació el mayor,
[1:23:05.00]-[1:23:07.00]  el chico nació ya en la maternidad en Zafra,
[1:23:07.00]-[1:23:11.00]  la maternidad del hospital, del abulatorio viejo,
[1:23:11.00]-[1:23:14.00]  ahí pusieron una maternidad entonces, por una temporada,
[1:23:14.00]-[1:23:18.00]  no sé si fue un año o algo más, pero lo quitaron enseguida,
[1:23:18.00]-[1:23:20.00]  pero yo casualidad que el chico mío ya nació,
[1:23:20.00]-[1:23:23.00]  tanto la maternidad ahí, sino tenemos que ir a Derena,
[1:23:23.00]-[1:23:26.00]  aquí hay que ir a Derena a la maternidad,
[1:23:26.00]-[1:23:29.00]  porque aquí en el hospital de Zafra, que es el que más cerca nos coge,
[1:23:29.00]-[1:23:34.00]  eso no tiene, no tiene cosa de maternidad, ni pediatría, ni nada de eso,
[1:23:34.00]-[1:23:38.00]  eso todo pertenece a Derena.
[1:23:38.00]-[1:23:40.00]  Pero el mayor nació aquí, en mi casa.
[1:23:40.00]-[1:23:45.00]  ¿Y cómo era cuando nació un hijo aquí en casa?
[1:23:45.00]-[1:23:50.00]  Pues imagínate, una cosa muy arriesgada, pero muy arriesgada,
[1:23:50.00]-[1:23:54.00]  porque ahí si te presentaba alguna cosa, imagínate, había un matrón,
[1:23:54.00]-[1:23:58.00]  bueno, era una TS, el hombre, era cuando nació el mío por lo menos,
[1:23:58.00]-[1:24:01.00]  y era un practicante que había habido también matronas.
[1:24:01.00]-[1:24:04.00]  Cuando nacimos nosotros aquí en mi casa, que nacimos todos en mi casa,
[1:24:04.00]-[1:24:09.00]  era una matrona lo que había, pero luego ya cuando nació mi hijo el mayor,
[1:24:09.00]-[1:24:14.00]  era un matrón, digamos, un TS, un practicante que decíamos nosotros aquí,
[1:24:14.00]-[1:24:21.00]  pero el hombre tenía hecho cosas de matronas, para que se tirara los partos y eso,
[1:24:21.00]-[1:24:24.00]  y bueno, y si la cosa se ponía muy difícil, pues tenían que llamar al médico,
[1:24:24.00]-[1:24:27.00]  o llamar a un ginecólogo de donde estuviera, que me llenara de todo,
[1:24:27.00]-[1:24:31.00]  y yo decía, dios, las cosas pues bien, pero bien, mal, porque no tiene ni preparos,
[1:24:31.00]-[1:24:37.00]  ni cosas, ni tú dirás, en una cama, y menos mal que teníamos luz eléctrica siquiera,
[1:24:37.00]-[1:24:40.00]  porque si necesitaba algo, pues bueno, había luz siquiera,
[1:24:40.00]-[1:24:43.00]  porque estas casas nuestras son muy oscuras, las casas nuevas que se están haciendo ahora,
[1:24:43.00]-[1:24:47.00]  están haciendo con patios de luz dentro, pero estas casas son muy oscuras,
[1:24:47.00]-[1:24:53.00]  si no hubiera habido luz, y me senté con una vela, a lo mejor, cuando trabajamos, por favor, por favor.
[1:24:53.00]-[1:24:58.00]  Así que, y bueno, bien, gracias a Dios, porque no tuvieron que llamar,
[1:24:58.00]-[1:25:01.00]  ya que se ponía un poco la cosa difícil, o sea, tenían que llamar,
[1:25:01.00]-[1:25:04.00]  pero entonces no se llevaban a Llerena, porque en Cisnerna no había todavía,
[1:25:04.00]-[1:25:09.00]  entonces la llevaban a Badajoz, pero se murieron muchas niñas,
[1:25:09.00]-[1:25:14.00]  porque no había las cosas, ni las, como decía mi padre, pobre, siempre decía, conmigo,
[1:25:14.00]-[1:25:19.00]  siempre decía, ay, ay, menos mal que nacido en esta época, si nace tres o cuatro años antes,
[1:25:19.00]-[1:25:23.00]  este no vive, este no vive, porque nació un delicaino también, un finito,
[1:25:23.00]-[1:25:26.00]  pero bueno, nació bien, quiero decir, el parto fue bien.
[1:25:26.00]-[1:25:30.00]  Lo que pasa es que somos arriesgados, porque si te presento una morra, si te presento cualquier cosa,
[1:25:30.00]-[1:25:40.00]  imagínate que había aquí para ponerte nada de nada, así que, y esas eran las cosas, de antiguamente.
[1:25:40.00]-[1:25:45.00]  Cuénteme más de cómo eran las bodas antes, por ejemplo, ¿se compraban anillos?
[1:25:45.00]-[1:25:49.00]  Cuando yo sí, cuando yo ya sí, y cuando mis hermanos también.
[1:25:49.00]-[1:25:50.00]  ¿Quién los compraba?
[1:25:50.00]-[1:25:54.00]  Cuando mis hermanos también, depende, porque a lo mejor si querían los padrinos regalárselos,
[1:25:54.00]-[1:25:57.00]  o el, por ejemplo, ahora mismo mi hijo que se casó el año pasado, el de Zafra,
[1:25:57.00]-[1:26:02.00]  pues ese se lo regaló el cuñado, el hermano de la novia, de la, bueno, ahora ya su mujer,
[1:26:02.00]-[1:26:08.00]  se los quiso regalar él, y bueno, eso, depende, o los padres los compraban,
[1:26:08.00]-[1:26:14.00]  o eso depende de luego de cómo lo quisieran, o como en la familia, como que todo el mundo quiera regalar,
[1:26:14.00]-[1:26:19.00]  y todo, pues yo te regalo la alianza, o yo te regalo el reloj, o yo te regalo otra cosa, o yo te regalo gemelos,
[1:26:19.00]-[1:26:23.00]  en fin, ¿no? Ahora ya, por la negancia, le dan más dinero para otra cosa, y ya está, ¿no?,
[1:26:23.00]-[1:26:27.00]  que aquí estamos ya en ritmo de la capital sobre, con el dinero, y cada uno se compró lo que quiere,
[1:26:27.00]-[1:26:31.00]  y listo, ¿no? Pero vámonos, más ha llegado, digamos, los hermanos, los tíos, ¿no?
[1:26:31.00]-[1:26:35.00]  A lo mejor quiere, a lo mejor te damos un recuerdo, a que compró, aunque le dé el sobre,
[1:26:35.00]-[1:26:40.00]  a lo mejor le compra otra cosita, ¿no? Por eso te digo, pero que antiguamente eso también era,
[1:26:40.00]-[1:26:46.00]  las alianzas, nosotros de luego ya todo, desde mi hermano hasta las chicas nuestras, sí, nosotros todos.
[1:26:46.00]-[1:26:52.00]  Mira, todo yo lo tengo aquí, mira, mira, fíjate los años, a ver, ¿en qué año está? En el 68, ¿me tal es?
[1:26:52.00]-[1:26:56.00]  Que fue la novedad, por dentro, ¿está el nombre de mi marido?
[1:26:56.00]-[1:26:57.00]  68.
[1:26:57.00]-[1:26:58.00]  En el 68.
[1:26:58.00]-[1:27:00.00]  El 6 de septiembre del 68.
[1:27:00.00]-[1:27:03.00]  ¿Ves? En el 68, fíjate, hace que me la puse a carnes, y aquí está.
[1:27:03.00]-[1:27:05.00]  Así que no habré engordado mucho, ¿no?
[1:27:05.00]-[1:27:08.00]  ¡No me sirve! ¡No me sirve todo el día!
[1:27:08.00]-[1:27:13.00]  Fíjate, flojita me estaba entonces, y flojita me está.
[1:27:13.00]-[1:27:14.00]  ¿Y su vestido?
[1:27:14.00]-[1:27:19.00]  Ay, mi vestido negro de luto, ¡hijo mío! Negro de luto.
[1:27:19.00]-[1:27:26.00]  Pero en vez de llevar velito, se llevaba antes un velito, pues se llevaba un tocado, también negro,
[1:27:26.00]-[1:27:32.00]  y luego un ranito blanco, de azar, así, y ya está.
[1:27:32.00]-[1:27:33.00]  ¿Por qué?
[1:27:33.00]-[1:27:38.00]  Mis zapatitos negros, mis medias de color, color carne, así, y ya está, eso es lo que llevaba.
[1:27:38.00]-[1:27:41.00]  Y mis cuñadas también se casaron así.
[1:27:41.00]-[1:27:47.00]  Mírenme, mi hermana pequeña, esa de Madrid, se casó, por lo menos 6 años, ya después de 6, para que quiera.
[1:27:47.00]-[1:27:48.00]  Pues ella se casó de blanco.
[1:27:48.00]-[1:27:53.00]  Estaba pasando todo el luto de mi madre y todo, y bueno, se casó de blanco.
[1:27:53.00]-[1:27:56.00]  ¿Y cuando, pero ya existía la morra, la morra de...
[1:27:56.00]-[1:27:57.00]  Sí, ya sí, ya sí.
[1:27:57.00]-[1:28:05.00]  Cuando mis hermanos, todavía no mucho, todavía no, pero yo estaba queriendo alguna que otra empezar blanco,
[1:28:05.00]-[1:28:08.00]  en ponerse algo blanco, ya de blanco, o a lo mejor no se ponían un traje largo,
[1:28:08.00]-[1:28:13.00]  pero a lo mejor se ponían un traje de chaqueta blanco o cremita, o ya se ponían otro color,
[1:28:13.00]-[1:28:18.00]  pero aquí en mi casa todo fue a onda de negro, sin luto, ¿eh?, entonces no tenían luto.
[1:28:18.00]-[1:28:22.00]  El luto sí lo tuvieron porque estaban en mi madre muerta, pero ellos no tenían...
[1:28:22.00]-[1:28:26.00]  mis cuñadas tenían su madre y no tenían luto, también iban a onda de negro, era costumbre.
[1:28:26.00]-[1:28:34.00]  Era de mi hermano Segundo, llevaba un traje de chaqueta de pelo negro y tenía un tocadito muy bueno,
[1:28:34.00]-[1:28:35.00]  era muy bueno ese.
[1:28:35.00]-[1:28:39.00]  Y luego la otra, pues igual, la otra no, la otra el velito, el velito pues,
[1:28:39.00]-[1:28:43.00]  un velito que nos poníamos cuando poníamos los velos para entrar en la nueva y decirte
[1:28:43.00]-[1:28:47.00]  vosotros las películas, como decíamos nosotros siempre en la española,
[1:28:47.00]-[1:28:51.00]  las películas esas antiguas de... ¿es español?
[1:28:51.00]-[1:28:56.00]  Los velitos que entraban y salían en misa, ¿eh?, con esos velitos.
[1:28:56.00]-[1:28:57.00]  ¿No se separaban también?
[1:28:57.00]-[1:29:02.00]  Sí, y se casaban y quedaban muy rete bien casados, y no se separaban tan pronto como ahora.
[1:29:02.00]-[1:29:04.00]  ¿Y el hombre cómo era su traje?
[1:29:04.00]-[1:29:06.00]  El hombre su traje oscurito también.
[1:29:06.00]-[1:29:07.00]  ¿De qué? ¿De pana?
[1:29:07.00]-[1:29:14.00]  No, no, no, no, traje, traje, traje, traje de género, sí, íbamos a petones también.
[1:29:14.00]-[1:29:15.00]  ¿Y se compraban?
[1:29:15.00]-[1:29:21.00]  Sus corbatas, sus camisas blancas, sí, sí, vamos, por lo menos que no me acuerde de los míos, ¿eh?, ya.
[1:29:21.00]-[1:29:25.00]  Antiguamente, ya más antigua, más antigüedad, no sé, como iban los pobrecitos.
[1:29:25.00]-[1:29:28.00]  Porque cuando te dicen que no se ponían zapatos hasta que no se iban a casar alguno,
[1:29:28.00]-[1:29:31.00]  pobrecillos, qué pena, ¿eh?, qué pena, ¿eh?, mira.
[1:29:31.00]-[1:29:36.00]  No tenían dinero ni para comprarse zapatos, qué pena, ¿eh?
[1:29:36.00]-[1:29:38.00]  ¿Usted se casó con 27?
[1:29:38.00]-[1:29:42.00]  Casi, 27, 27 las hacía el día 17 de noviembre.
[1:29:42.00]-[1:29:43.00]  ¿Y...?
[1:29:43.00]-[1:29:52.00]  Me casé el día 19 de septiembre, entonces me casé con 26, los 27 no las fiestan los viernes.
[1:29:52.00]-[1:29:56.00]  ¿Y en la ceremonia a usted y a su marido les unieron un trapo?
[1:29:56.00]-[1:29:59.00]  Sí, nos pusieron, sí, nos pusieron en pedido ese blanco, a nosotros, con de mi marido,
[1:29:59.00]-[1:30:03.00]  con los demás, no, con mi hermano y eso no, pero con nosotros sí.
[1:30:03.00]-[1:30:08.00]  Nos pusieron uno en su blanco, nos cogía los dos, y nos dijeron, bueno,
[1:30:08.00]-[1:30:12.00]  la ceremonia normal corriente de la iglesia, ¿no?, que claro que nos hace, ¿eh?
[1:30:12.00]-[1:30:15.00]  Pero vamos, que eso yo no lo he visto nunca más, eso después de ir al pueblo,
[1:30:15.00]-[1:30:20.00]  yo no lo he visto, no lo he visto más a mí.
[1:30:20.00]-[1:30:25.00]  ¿Y cuando usted era joven, había la costumbre de ir de viaje de novios?
[1:30:25.00]-[1:30:26.00]  ¿Yo fui?
[1:30:26.00]-[1:30:27.00]  Sí.
[1:30:27.00]-[1:30:28.00]  Ah, sí, sí, sí.
[1:30:28.00]-[1:30:29.00]  Cuéntelo, cuéntelo.
[1:30:29.00]-[1:30:30.00]  Yo fui, yo fui.
[1:30:30.00]-[1:30:37.00]  Una semana, porque la hermana de mi marido se le ocurrió de casarse a los 10 días de casarnos nosotras.
[1:30:37.00]-[1:30:38.00]  Era que casualidad.
[1:30:38.00]-[1:30:39.00]  Vaya, ya me dormí.
[1:30:39.00]-[1:30:43.00]  Era que casualidad, se querían casar juntos con nosotros, se querían casar juntos,
[1:30:43.00]-[1:30:47.00]  pero yo no quise, porque como yo te digo, cuando yo tenía el luto de mi madre,
[1:30:47.00]-[1:30:51.00]  yo no quería muchos aleos, y esa gente eran una familia muy larguísima,
[1:30:51.00]-[1:30:54.00]  que tenían muchísima gente, y claro, si nos juntábamos las dos bodas,
[1:30:54.00]-[1:30:57.00]  después que yo no cumpliera con la gente que yo tenía que cumplir,
[1:30:57.00]-[1:31:00.00]  pues no tenía muchos aleos, porque yo no quería haber huyos,
[1:31:00.00]-[1:31:03.00]  porque todavía con el luto de mi madre, pues no.
[1:31:03.00]-[1:31:07.00]  Bueno, pues entonces dije yo que no, que juntos no, que juntos no,
[1:31:07.00]-[1:31:12.00]  que se casara ya, lo conocía después lo que fuera, que juntos no, o se casara antes.
[1:31:12.00]-[1:31:15.00]  Entonces aquí, y después fueron 10 días después.
[1:31:15.00]-[1:31:18.00]  Entonces fuimos a Huelva y a Madrid.
[1:31:18.00]-[1:31:19.00]  Y ya está.
[1:31:20.00]-[1:31:24.00]  Nos vinimos dos días antes de la boda, de eso también, porque claro,
[1:31:24.00]-[1:31:27.00]  cuando llegáramos, no íbamos a llegar para irnos a la boda corriendo,
[1:31:27.00]-[1:31:29.00]  además entonces teníamos que venir en el tren y todas esas cosas,
[1:31:29.00]-[1:31:31.00]  nos volvíamos ahí con el coche, poníamos acá como vaya hora,
[1:31:31.00]-[1:31:33.00]  qué va, y venía en 2 o 3 horas.
[1:31:33.00]-[1:31:36.00]  Entonces en el tren, pero bueno, nos fuimos de derecho a Huelva,
[1:31:36.00]-[1:31:39.00]  estuvimos en Huelva 2 o 3 días, 2 días más para que estuvimos,
[1:31:39.00]-[1:31:41.00]  2 o 3, no me acuerdo.
[1:31:41.00]-[1:31:45.00]  Y luego los demás días los pasamos en Madrid, estuvimos allí con los primos míos que estaban,
[1:31:45.00]-[1:31:48.00]  nos llevaron a todos los sitios, porque claro, en pocos días nos tratearon,
[1:31:48.00]-[1:31:49.00]  todo Madrid.
[1:31:50.00]-[1:31:53.00]  Y bueno, y fui al viaje de novio por mi madre, como recitaste,
[1:31:53.00]-[1:31:57.00]  que antes de morirse siempre me lo dijo, siempre me dijo Luisa, hija,
[1:31:57.00]-[1:32:01.00]  procúrate y aunque sean poquitos días, pero procúrate y al viaje de novio,
[1:32:01.00]-[1:32:04.00]  que te vas a casa con un hombre del campo,
[1:32:04.00]-[1:32:08.00]  y los hombres del campo nunca tienen un viaje libre para ir a ningún sitio.
[1:32:08.00]-[1:32:12.00]  Y es verdad, es verdad, es verdad, es verdad, porque una persona que te ha agarrado,
[1:32:12.00]-[1:32:15.00]  está amarrado que pies de mano, no puede irse a ningún sitio
[1:32:15.00]-[1:32:17.00]  atendiendo algo que tienes en casa, ¿no?
[1:32:17.00]-[1:32:21.00]  Y fui por ella, porque ella me la dió antes de morirse, la pobre me la dió,
[1:32:21.00]-[1:32:24.00]  cuando te case, hija, porque yo ya no te voy a conocer,
[1:32:24.00]-[1:32:28.00]  pero cuando te case no te vas a quedar sin alguno de los días de viaje de novio.
[1:32:29.00]-[1:32:32.00]  Eso lo agradeceré siempre, la pobrecita mía,
[1:32:32.00]-[1:32:35.00]  porque hombre, como ese día es de ninguno,
[1:32:35.00]-[1:32:38.00]  vosotros no ahora, porque vosotros ahora vais las parejas,
[1:32:38.00]-[1:32:42.00]  bueno no sé si tenéis vosotros parejas o no, pero con mis hijos he visto,
[1:32:42.00]-[1:32:45.00]  que cuando luego vienen del viaje pues le dicen, ¿cómo la pasas?
[1:32:45.00]-[1:32:48.00]  Pues, pues como un viaje más y ya está, claro.
[1:32:48.00]-[1:32:52.00]  ¿Cómo la vais a pasar? Pues, ¿cómo la vas a pasar? Pues bien, como un viaje más.
[1:32:52.00]-[1:32:56.00]  A ver, claro, es así, ¿no? Me equivoco o no me equivoco.
[1:32:57.00]-[1:33:00.00]  Y eso lo agradezco por mí, por mi casa.
[1:33:00.00]-[1:33:03.00]  ¿No fueron a la playa, a huelvar? No fuimos a la playa,
[1:33:03.00]-[1:33:06.00]  pero vamos, que por conocer la playa, ¿eh? Cuidado,
[1:33:06.00]-[1:33:09.00]  nos bañamos y no quiere nada, pero por conocer lo que era la playa y a ver,
[1:33:09.00]-[1:33:12.00]  ¿a ver algo? A ver, ¿a ver algo?
[1:33:12.00]-[1:33:16.00]  No, pero sí, había, había, hacía mucho calor todavía y había mucha gente en la playa, sí.
[1:33:16.00]-[1:33:19.00]  Lo que pasa es que bueno, nada más que por ver aquello y bueno,
[1:33:19.00]-[1:33:22.00]  estuvimos allí un par de días, nos constituimos dos de otros.
[1:33:22.00]-[1:33:25.00]  Y bueno, nos fuimos para Madrid, y allí en Madrid nos esperaban mis primos y los títulos,
[1:33:25.00]-[1:33:29.00]  nos llevaron para otro sitio y nos enseñaron todo lo que había que enseñar,
[1:33:29.00]-[1:33:32.00]  todo lo bueno de Madrid, en pocos días mismo todo, que si hubiéramos ido solo o no,
[1:33:32.00]-[1:33:35.00]  porque como no sabíamos andar luego por ningún sitio, pues a lo mejor si no hubiera ido tiempo,
[1:33:35.00]-[1:33:38.00]  y no hubiéramos visto casi nada, ¿no?
[1:33:38.00]-[1:33:40.00]  Pero claro, como teníamos a estos, a estos, a estos, hoy nos lleva uno,
[1:33:40.00]-[1:33:43.00]  mañana nos lleva el otro, pasado nos lleva el otro, y así, ¿eh?
[1:33:44.00]-[1:33:48.00]  Y no va la pena eso, debemos nos quedar siquiera por menos quince días siquiera,
[1:33:48.00]-[1:33:51.00]  pero por la cosa de que la otra se casaba, pues no tenemos que venir.
[1:33:52.00]-[1:33:53.00]  ¿Sus hermanos también hicieron viaje?
[1:33:53.00]-[1:33:56.00]  Mis hermanos, mi, el segundo, bueno el segundo y el tercero también,
[1:33:56.00]-[1:34:02.00]  pero el mayor no, el mayor no lo visto, el mayor se quedaron aquí y ya está.
[1:34:02.00]-[1:34:05.00]  Porque entonces no era normal, es que entonces no era tan normal, ¿no?
[1:34:05.00]-[1:34:10.00]  Entonces no era tan normal el viaje de novio, pero bueno, algunos que otros sí lo hacían, ¿no?
[1:34:10.00]-[1:34:12.00]  El mayor mío no lo hizo, ese no.
[1:34:13.00]-[1:34:16.00]  ¿Y a tu vestido de novia se lo hizo usted?
[1:34:16.00]-[1:34:18.00]  No, me lo hizo a mí, la modista.
[1:34:18.00]-[1:34:20.00]  Sí, porque teníamos, nosotros teníamos modista aquí.
[1:34:21.00]-[1:34:23.00]  ¿Y era normal o...?
[1:34:23.00]-[1:34:29.00]  Más o menos normal, era bordadito, negro todo negro, bordadito así caladito de arriba a abajo, ¿sí?
[1:34:29.00]-[1:34:32.00]  Y la manguita también tiene el bordadito, ese me mandaron la tela de sedeita,
[1:34:32.00]-[1:34:34.00]  porque aquí no había tela ni nada de eso.
[1:34:35.00]-[1:34:39.00]  La manguita por aquí así, y el discote así un poquito froto.
[1:34:39.00]-[1:34:44.00]  Un mono que era, hasta está engabiado, no sé ni dónde estará, pero vamos que...
[1:34:44.00]-[1:34:46.00]  que bueno, entonces como entonces ya está, ¿eh?
[1:34:47.00]-[1:34:50.00]  ¿Y era costumbre comprarlo o había chicas que se lo hacían...?
[1:34:50.00]-[1:34:54.00]  No hombre, si se lo podían hacer, si se lo podían hacer, pues se lo hacían,
[1:34:54.00]-[1:34:56.00]  incluso los blancos de novia, de...
[1:34:56.00]-[1:35:00.00]  Habido aquí modistas que los han hecho, también, compraron la tela,
[1:35:00.00]-[1:35:04.00]  y se las hacían las modistas, ¿no? Pero vamos, eso hacía muchos años, muchos años.
[1:35:04.00]-[1:35:06.00]  Ahora es de la gente, no.
[1:35:06.00]-[1:35:10.00]  Luego no hacemos ni nosotras, vamos a comprarnos y lo compramos esto y ya está, ¿no?
[1:35:10.00]-[1:35:14.00]  Y entonces las bodas ahora, no, madre mía, chicos, estará ahí de una hora.
[1:35:15.00]-[1:35:18.00]  Y usted llegó a jugar a su boda.
[1:35:18.00]-[1:35:20.00]  Sí, sí, sí, sí, sí, sí, sí.
[1:35:20.00]-[1:35:21.00]  ¿Qué eran los juares exactamente?
[1:35:21.00]-[1:35:25.00]  Las juares eran pues las sábanas, los juegos de cama, digamos,
[1:35:25.00]-[1:35:32.00]  todos muy gordaditos, las mantelerías, la ropa interior, ya no tanto,
[1:35:32.00]-[1:35:34.00]  porque ya cuando yo y mi hermana, ya no tanto.
[1:35:34.00]-[1:35:38.00]  Pero más mayores que yo, hasta la ropa interior se la tenía en café,
[1:35:39.00]-[1:35:42.00]  pero luego ya nosotros ya no, nosotros ya eso, lo comprábamos hecho, ¿no?
[1:35:42.00]-[1:35:46.00]  Los estadores, las camisetas de dormir, pero con todo nos hicimos,
[1:35:46.00]-[1:35:50.00]  mi hermana como yo me hicimos camisetas de dormir aquí en casa.
[1:35:51.00]-[1:35:53.00]  Y como tenía yo a mi madrina, que era modista también ella,
[1:35:53.00]-[1:35:56.00]  pues ya la pobre, ella no lo cortaba, nosotros lo hacíamos,
[1:35:56.00]-[1:36:01.00]  pero vamos que luego ya vestido, vestido, tenía yo modista, no mi madrina,
[1:36:01.00]-[1:36:04.00]  sino otra modista de máquina, pues lo que cosía muy bien.
[1:36:04.00]-[1:36:07.00]  Y las cosas así un poquito más delicadas, pues la hacía esta.
[1:36:07.00]-[1:36:09.00]  ¿Y las juas, se tardaban mucho en preparar?
[1:36:09.00]-[1:36:13.00]  Hombre, cómo no, bordaba a mano todo, bueno, con el bastidor, pero a mano,
[1:36:13.00]-[1:36:16.00]  no a máquina ni nada de eso, a máquina también bordaba,
[1:36:16.00]-[1:36:21.00]  ya entrebordaba, pero yo no hice a mano, mi herde, mi hermana.
[1:36:23.00]-[1:36:25.00]  ¿Usted todavía tiene cosas de San Juan?
[1:36:25.00]-[1:36:27.00]  Hombre, claro, cómo no voy a tener, cómo no quiero estudiar.
[1:36:27.00]-[1:36:28.00]  ¿Este mantel?
[1:36:28.00]-[1:36:31.00]  No, esto es comprar, ¡ay, esto con lo mal hecho que está!
[1:36:32.00]-[1:36:36.00]  ¿Vosotros lo veis? ¿Vosotros lo veis de lujo? ¿Vosotros lo veis de lujo, no?
[1:36:38.00]-[1:36:39.00]  ¡Qué lastido!
[1:36:39.00]-[1:36:44.00]  No pude hacerlo demasiado trabajo porque no tenía tiempo,
[1:36:44.00]-[1:36:47.00]  porque nosotros de bajo de contratos tenemos una canicería,
[1:36:47.00]-[1:36:49.00]  tenemos que trabajar aquí mucho, ¿no?
[1:36:49.00]-[1:36:52.00]  Entonces, los ratitos que podía ir al castillo, a donde las monjas,
[1:36:52.00]-[1:36:56.00]  esos ratitos los que aprovechaba para bordar, marqué mi toalla, mi... bueno,
[1:36:56.00]-[1:36:58.00]  todas las cosas, entonces...
[1:36:58.00]-[1:36:59.00]  ¿Pero lo hacían ustedes solas?
[1:36:59.00]-[1:37:02.00]  Sí, la hacía allí, como te digo, en el castillo, y luego aquí sí,
[1:37:02.00]-[1:37:05.00]  podía hacer algo en casa también, también la hacía, claro.
[1:37:05.00]-[1:37:07.00]  Nos traía dibujados, me traía...
[1:37:07.00]-[1:37:10.00]  preparados y un poquito tenía en casa también los días.
[1:37:10.00]-[1:37:13.00]  Pero mi hermana no tenía paciencia, mi hermano no tenía paciencia para costeño,
[1:37:13.00]-[1:37:14.00]  para esas cosas, y bueno...
[1:37:14.00]-[1:37:17.00]  Y entonces era, tú te pones, tú te pones, yo frío, yo paro, yo paro, tú te pones,
[1:37:17.00]-[1:37:20.00]  y toda la altura que bordaba era la cosita suda,
[1:37:20.00]-[1:37:24.00]  la de las sabanitas de los niños que fueron haciendo de los cunas y de los Moisés,
[1:37:24.00]-[1:37:27.00]  las de ella, las de mis sobrinos, las de la... toda.
[1:37:27.00]-[1:37:29.00]  Ahora no tengo ojos ni tengo nada que ver,
[1:37:29.00]-[1:37:31.00]  ni con las gafas de lácteos.
[1:37:32.00]-[1:37:33.00]  Ahora no.
[1:37:33.00]-[1:37:35.00]  Y luego encima tengo también un chico,
[1:37:35.00]-[1:37:38.00]  ahora no. Y luego encima tengo también muchos calambres,
