[0:00:00.00]-[0:00:02.00]  Diganme tus nombres.
[1:14:49.00]-[1:14:51.00]  No llevaba
[1:14:51.00]-[1:14:53.00]  Ningún producto químico como ahora
[1:14:53.00]-[1:14:55.00]  Ahora con el gasto
[1:14:55.00]-[1:14:57.00]  Tiene que ponerles
[1:14:57.00]-[1:14:59.00]  Productos para destilarlo
[1:14:59.00]-[1:15:01.00]  Para que se limpie
[1:15:01.00]-[1:15:03.00]  Para que no se vuelva ácido
[1:15:03.00]-[1:15:05.00]  Para estar en tratados
[1:15:05.00]-[1:15:07.00]  Lo que pasa que había veces
[1:15:07.00]-[1:15:09.00]  Que bueno
[1:15:09.00]-[1:15:11.00]  Algún año se volvía ácido
[1:15:11.00]-[1:15:13.00]  Y se mastiriaba
[1:15:13.00]-[1:15:15.00]  Claro, era algo malo
[1:15:15.00]-[1:15:17.00]  Y se empezaba a poner
[1:15:17.00]-[1:15:19.00]  Un producto que llaman
[1:15:19.00]-[1:15:21.00]  Conservol, unos polvos
[1:15:21.00]-[1:15:23.00]  Pero se le notaba
[1:15:23.00]-[1:15:25.00]  Pero el año que yo
[1:15:25.00]-[1:15:27.00]  Ya teníamos una viña
[1:15:27.00]-[1:15:29.00]  Que había años que no salía un vino
[1:15:29.00]-[1:15:31.00]  O el año que usted estaba
[1:15:31.00]-[1:15:33.00]  Este salía un vino que era fuerte
[1:15:33.00]-[1:15:35.00]  Y claro, sí mucho
[1:15:35.00]-[1:15:37.00]  Pero
[1:15:37.00]-[1:15:39.00]  En verano cuando
[1:15:39.00]-[1:15:41.00]  Trabajabas tanto que se bebía mucho
[1:15:41.00]-[1:15:43.00]  Yo más que
[1:15:43.00]-[1:15:45.00]  Decir
[1:15:45.00]-[1:15:47.00]  Emporrecharte
[1:15:47.00]-[1:15:49.00]  Sabes que te sacía acidez de estómago
[1:15:49.00]-[1:15:51.00]  Sí
[1:15:51.00]-[1:15:53.00]  Estos vinos eran ácidos
[1:15:53.00]-[1:15:55.00]  Aquí como hace
[1:15:55.00]-[1:15:57.00]  Aquí no maduran bien las uvas
[1:15:57.00]-[1:15:59.00]  Entonces el vino
[1:15:59.00]-[1:16:01.00]  Saca poco grano
[1:16:01.00]-[1:16:03.00]  Ahora
[1:16:03.00]-[1:16:05.00]  En las bodegas
[1:16:05.00]-[1:16:07.00]  El odujo no apartan
[1:16:07.00]-[1:16:09.00]  Que es donde está
[1:16:09.00]-[1:16:11.00]  Esa es madera que lleva acidez
[1:16:11.00]-[1:16:13.00]  Y entonces
[1:16:13.00]-[1:16:15.00]  Vamos a pisar un vino
[1:16:15.00]-[1:16:17.00]  Con los trujaros
[1:16:17.00]-[1:16:19.00]  Se dice
[1:16:19.00]-[1:16:21.00]  Por el día cargamos
[1:16:21.00]-[1:16:23.00]  Las uvas y por la noche
[1:16:23.00]-[1:16:25.00]  La mangas y la pisar
[1:16:25.00]-[1:16:27.00]  Y así está pisado
[1:16:27.00]-[1:16:29.00]  Todo brisa
[1:16:29.00]-[1:16:31.00]  El odujo y todo para dentro
[1:16:31.00]-[1:16:33.00]  Y luego
[1:16:33.00]-[1:16:35.00]  Se dejaba fermentar
[1:16:35.00]-[1:16:37.00]  Hasta que los trece días
[1:16:37.00]-[1:16:39.00]  Y luego ya sacabas
[1:16:39.00]-[1:16:41.00]  Lo pasabas a las cubas
[1:16:41.00]-[1:16:43.00]  A cubas grandes
[1:16:43.00]-[1:16:45.00]  Que yo entraba yo
[1:16:45.00]-[1:16:47.00]  Adentro de la Cuba
[1:16:47.00]-[1:16:49.00]  Teníamos una
[1:16:49.00]-[1:16:51.00]  Que entré pocas veces
[1:16:51.00]-[1:16:53.00]  Porque tenía poca gravedad de vino
[1:16:53.00]-[1:16:55.00]  Que me tenía que poner un palo atravesado
[1:16:55.00]-[1:16:57.00]  Si no nos había salido
[1:16:57.00]-[1:16:59.00]  Y ahí con unas cubas
[1:16:59.00]-[1:17:01.00]  Porque era muy esencial
[1:17:01.00]-[1:17:03.00]  El vino quiere
[1:17:03.00]-[1:17:05.00]  El vino es muy sucio pero quiere mucha limpieza
[1:17:05.00]-[1:17:07.00]  Lo que pasa es que echábamos
[1:17:07.00]-[1:17:09.00]  Primero se fermentaba
[1:17:09.00]-[1:17:11.00]  En el lagar
[1:17:11.00]-[1:17:13.00]  El trujano lo llamamos el trujano
[1:17:13.00]-[1:17:15.00]  Y así terminaba de fermentar
[1:17:15.00]-[1:17:17.00]  Se podía dejar más tiempo
[1:17:17.00]-[1:17:19.00]  Se tapaba con barro
[1:17:19.00]-[1:17:21.00]  Para que no me expirase
[1:17:21.00]-[1:17:23.00]  Se pasaba a las cubas
[1:17:23.00]-[1:17:25.00]  Los toneles cubas
[1:17:25.00]-[1:17:27.00]  Sabes lo que es un tonel
[1:17:27.00]-[1:17:29.00]  Pero que esos toneles que teníamos aquí eran enormes
[1:17:29.00]-[1:17:31.00]  Y...
[1:17:31.00]-[1:17:33.00]  Se pasaba
[1:17:33.00]-[1:17:35.00]  Y después en marzo
[1:17:35.00]-[1:17:37.00]  Cuando la luna estaba en Mengua
[1:17:37.00]-[1:17:39.00]  Se...
[1:17:39.00]-[1:17:41.00]  Se hacía el trasiego
[1:17:41.00]-[1:17:43.00]  Se pasaba
[1:17:43.00]-[1:17:45.00]  Porque el vino se iba
[1:17:45.00]-[1:17:47.00]  Al basar lo del lagar
[1:17:47.00]-[1:17:49.00]  Parece que sale limpio
[1:17:49.00]-[1:17:51.00]  Pero al quedarse
[1:17:51.00]-[1:17:53.00]  Tranquilo, un poco, un poco
[1:17:53.00]-[1:17:55.00]  Se va poniendo el pozo
[1:17:55.00]-[1:17:57.00]  Va bajando abajo
[1:17:57.00]-[1:17:59.00]  Y luego en
[1:17:59.00]-[1:18:01.00]  Marzo, en Mengua
[1:18:01.00]-[1:18:03.00]  Mengua se pasaba a otro tonel
[1:18:03.00]-[1:18:05.00]  Y después salía
[1:18:05.00]-[1:18:07.00]  La cuba un poquito de todo
[1:18:07.00]-[1:18:09.00]  De pozos
[1:18:09.00]-[1:18:11.00]  Y si lo volviera a
[1:18:11.00]-[1:18:13.00]  Se ha pasado otra vez
[1:18:13.00]-[1:18:15.00]  Cada vez pozos
[1:18:15.00]-[1:18:17.00]  Al menos siempre se va limpiando
[1:18:17.00]-[1:18:19.00]  Y yo subí
[1:18:19.00]-[1:18:21.00]  Cuando nosotros trabajamos con madera
[1:18:21.00]-[1:18:23.00]  Que llevábamos madera
[1:18:23.00]-[1:18:25.00]  Por abajo y de regreso
[1:18:25.00]-[1:18:27.00]  Le subí una vez
[1:18:27.00]-[1:18:29.00]  Subimos tres tonelicos de vino
[1:18:29.00]-[1:18:31.00]  Tinto
[1:18:31.00]-[1:18:33.00]  De cariñena
[1:18:33.00]-[1:18:35.00]  Que es un buen vino
[1:18:35.00]-[1:18:37.00]  Cariñena es muy buen vino
[1:18:37.00]-[1:18:39.00]  Y lo guardamos y ese vino era tinto
[1:18:39.00]-[1:18:41.00]  No, no, absolutamente
[1:18:41.00]-[1:18:43.00]  Y se convirtió en
[1:18:43.00]-[1:18:45.00]  En blanco
[1:18:45.00]-[1:18:47.00]  ¿Sí?
[1:18:47.00]-[1:18:49.00]  El vino solo
[1:18:49.00]-[1:18:51.00]  El pozo va bajando
[1:18:51.00]-[1:18:53.00]  Va bajando y cuanto más va
[1:18:53.00]-[1:18:55.00]  Poniendo los tintos
[1:18:55.00]-[1:18:57.00]  Porque ahí más
[1:18:57.00]-[1:18:59.00]  En esa parte de cariñena
[1:18:59.00]-[1:19:01.00]  Sale un tinto recio
[1:19:01.00]-[1:19:03.00]  Escudo
[1:19:03.00]-[1:19:05.00]  Lo fuimos guardando
[1:19:05.00]-[1:19:07.00]  Guardando porque
[1:19:07.00]-[1:19:09.00]  Vivíamos desde
[1:19:09.00]-[1:19:11.00]  La habitual de casa
[1:19:11.00]-[1:19:13.00]  Y en unos años
[1:19:13.00]-[1:19:15.00]  Lo vivíamos en cariñena y salía vino clarito
[1:19:15.00]-[1:19:17.00]  Sabíamos
[1:19:17.00]-[1:19:19.00]  ¿Está empezando aquí?
[1:19:19.00]-[1:19:21.00]  ¿Ustedes que son el mismo pueblo?
[1:19:21.00]-[1:19:23.00]  Y vecinos
[1:19:23.00]-[1:19:25.00]  Estamos en la misma escalera
[1:19:25.00]-[1:19:27.00]  Y también hay otro dato
[1:19:27.00]-[1:19:29.00]  Muy curioso que es
[1:19:29.00]-[1:19:31.00]  El vino
[1:19:31.00]-[1:19:33.00]  ¿Usted sabe mucho del vino?
[1:19:33.00]-[1:19:35.00]  Hombre, sí
[1:19:35.00]-[1:19:37.00]  En mi casa teníamos
[1:19:37.00]-[1:19:39.00]  El lagar, el trujar que decíamos nosotros
[1:19:39.00]-[1:19:41.00]  Que tenía
[1:19:41.00]-[1:19:43.00]  40 nietos de vino
[1:19:43.00]-[1:19:45.00]  Un nieto eran 200 litros, solo de vino
[1:19:45.00]-[1:19:47.00]  Y lo vi llenar
[1:19:47.00]-[1:19:49.00]  Por lo menos tres veces
[1:19:49.00]-[1:19:51.00]  Y lo que te decía antes
[1:19:51.00]-[1:19:53.00]  Que digo
[1:19:53.00]-[1:19:55.00]  De las menguas, de las lunas
[1:19:55.00]-[1:19:57.00]  Que parece que es un cuento
[1:19:57.00]-[1:19:59.00]  Pues
[1:19:59.00]-[1:20:01.00]  Una vez
[1:20:01.00]-[1:20:03.00]  Lloia me dejaba hacer algo
[1:20:03.00]-[1:20:05.00]  A ver, a mi crío
[1:20:05.00]-[1:20:07.00]  Pues
[1:20:07.00]-[1:20:09.00]  ¿Sabes qué te he dicho? Que se pasan
[1:20:09.00]-[1:20:11.00]  Las cubas y en marzo
[1:20:11.00]-[1:20:13.00]  Mengua se hace
[1:20:13.00]-[1:20:15.00]  El transiego
[1:20:15.00]-[1:20:17.00]  Para que se limpie
[1:20:17.00]-[1:20:19.00]  Y le digo a mi añe
[1:20:19.00]-[1:20:21.00]  Voy a transcolar
[1:20:21.00]-[1:20:23.00]  Lo decíamos transiego
[1:20:23.00]-[1:20:25.00]  Lo decíamos transcolar
[1:20:25.00]-[1:20:27.00]  Pero dice mira que
[1:20:27.00]-[1:20:29.00]  Es cambio de luna
[1:20:29.00]-[1:20:31.00]  Yo me reí, me decía
[1:20:31.00]-[1:20:33.00]  Pues mira
[1:20:33.00]-[1:20:35.00]  Eso lo he vivido yo
[1:20:35.00]-[1:20:37.00]  Cada cambio de luna
[1:20:37.00]-[1:20:39.00]  El vino
[1:20:39.00]-[1:20:41.00]  En la cuba se removía el vino
[1:20:41.00]-[1:20:43.00]  Y te salía
[1:20:43.00]-[1:20:45.00]  Sucio
[1:20:45.00]-[1:20:47.00]  De pozos de esos que tiene el vino
[1:20:47.00]-[1:20:49.00]  Cada vez que
[1:20:49.00]-[1:20:51.00]  El cambio de luna, por ejemplo
[1:20:51.00]-[1:20:53.00]  Cuando pasa de mengua a creciente
[1:20:53.00]-[1:20:55.00]  O a luna nueva
[1:20:55.00]-[1:20:57.00]  Pues
[1:20:57.00]-[1:20:59.00]  Yo cuando me digo que iba de mengua
[1:20:59.00]-[1:21:01.00]  Me parecía que era una tontada eso
[1:21:01.00]-[1:21:03.00]  Dice mira que los cambios de luna
[1:21:03.00]-[1:21:05.00]  Se notarían y ya lo creo que se notaba
[1:21:05.00]-[1:21:07.00]  Fíjate
[1:21:07.00]-[1:21:09.00]  La luna, dije que fíjate que la luna
[1:21:09.00]-[1:21:11.00]  La bodega está escondida
[1:21:11.00]-[1:21:13.00]  Y la luna se ve que
[1:21:13.00]-[1:21:15.00]  Que tal cual es la bodega
[1:21:15.00]-[1:21:17.00]  No, no, no
[1:21:17.00]-[1:21:19.00]  Lo de las lunas
[1:21:19.00]-[1:21:21.00]  Yo he leído
[1:21:21.00]-[1:21:23.00]  Aquí antes oye
[1:21:23.00]-[1:21:25.00]  Cuando yo y mi padre
[1:21:25.00]-[1:21:27.00]  Y mis tíos
[1:21:27.00]-[1:21:29.00]  Cuando había que sembrar o eso es de semigado
[1:21:29.00]-[1:21:31.00]  Cuando había que matar los cerdos
[1:21:31.00]-[1:21:33.00]  Con algunas cosas
[1:21:33.00]-[1:21:35.00]  Casi todo en mengua pero otras cosas en creciente
[1:21:35.00]-[1:21:37.00]  Siempre
[1:21:37.00]-[1:21:39.00]  Pero yo luego he leído
[1:21:39.00]-[1:21:41.00]  Que
[1:21:41.00]-[1:21:43.00]  Esto no es la luna
[1:21:43.00]-[1:21:45.00]  La luna no hace nada
[1:21:45.00]-[1:21:47.00]  Lo que pasa es que
[1:21:47.00]-[1:21:49.00]  Cuando la luna
[1:21:49.00]-[1:21:51.00]  Se une en que fase está la luna
[1:21:51.00]-[1:21:53.00]  La bodega está de una forma horta de otra
[1:21:53.00]-[1:21:55.00]  Y eso es lo que influye
[1:21:55.00]-[1:21:57.00]  A las cosas
[1:21:57.00]-[1:21:59.00]  Y observar que siempre es el maíz
[1:21:59.00]-[1:22:01.00]  En creciente y
[1:22:01.00]-[1:22:03.00]  Es muy largo y hace poca panocha
[1:22:03.00]-[1:22:05.00]  Y la siempre es en mengua y ahí se hace
[1:22:05.00]-[1:22:07.00]  Se hace más
[1:22:07.00]-[1:22:09.00]  Se hace más recio y
[1:22:09.00]-[1:22:11.00]  Y ganan a más y todo
[1:22:11.00]-[1:22:13.00]  Y la
[1:22:13.00]-[1:22:15.00]  Ahora más
[1:22:15.00]-[1:22:17.00]  Mira casi no tiene la luna pero
[1:22:17.00]-[1:22:19.00]  Y
[1:22:19.00]-[1:22:21.00]  Yo
[1:22:21.00]-[1:22:23.00]  Lo cuento el día
[1:22:23.00]-[1:22:25.00]  Y yo lo cuento el novie
[1:22:25.00]-[1:22:27.00]  Mengua sucia
[1:22:27.00]-[1:22:29.00]  Si que la luna
[1:22:29.00]-[1:22:31.00]  Si que la luna
[1:22:31.00]-[1:22:33.00]  Con la matanza también
[1:22:33.00]-[1:22:35.00]  Con la matanza
[1:22:35.00]-[1:22:37.00]  La luna se hacía también
[1:22:37.00]-[1:22:39.00]  Todos se hacía con
[1:22:39.00]-[1:22:41.00]  Con el mengua
[1:22:41.00]-[1:22:43.00]  Todo con el mengua
[1:22:43.00]-[1:22:45.00]  Pero eso por que
[1:22:45.00]-[1:22:47.00]  Algo misterio tenía
[1:22:47.00]-[1:22:49.00]  Toda la atmósfera
[1:22:49.00]-[1:22:51.00]  Pero que influya hasta en la matanza
[1:22:51.00]-[1:22:53.00]  Mucho mucho
[1:22:53.00]-[1:22:55.00]  Ya en la matanza
[1:22:55.00]-[1:22:57.00]  En la fase de la luna la atmósfera está en una forma
[1:22:57.00]-[1:22:59.00]  Claro
[1:22:59.00]-[1:23:01.00]  No es que la luna haga nada
[1:23:01.00]-[1:23:03.00]  Porque para el otro día yo, para más
[1:23:03.00]-[1:23:05.00]  Díate tú y como la luna va a beber el vino de la bodega
[1:23:05.00]-[1:23:07.00]  Pero según como está
[1:23:07.00]-[1:23:09.00]  La atmósfera eso tiene que ser
[1:23:09.00]-[1:23:11.00]  Porque eso lo miraban
[1:23:11.00]-[1:23:13.00]  Para todo
[1:23:13.00]-[1:23:15.00]  Lo miraban eso para el vino, para la matanza
[1:23:15.00]-[1:23:17.00]  Y para los embutidos para todo
[1:23:17.00]-[1:23:19.00]  Por ejemplo la payoaca
[1:23:19.00]-[1:23:21.00]  La payoaca no se sabe lo que es
[1:23:21.00]-[1:23:23.00]  La payoaca
[1:23:23.00]-[1:23:25.00]  Aquí le decimos racha
[1:23:25.00]-[1:23:27.00]  Es como una vena
[1:23:27.00]-[1:23:29.00]  Que como te salga eso
[1:23:29.00]-[1:23:31.00]  En medio del trigo
[1:23:31.00]-[1:23:33.00]  El trigo
[1:23:33.00]-[1:23:35.00]  Eso se le come
[1:23:35.00]-[1:23:37.00]  Se le asusta al trigo
[1:23:37.00]-[1:23:39.00]  Y como tengas
[1:23:39.00]-[1:23:41.00]  La payoaca
[1:23:41.00]-[1:23:43.00]  En un
[1:23:43.00]-[1:23:45.00]  Un estrozo de
[1:23:45.00]-[1:23:47.00]  En la colatería
[1:23:47.00]-[1:23:49.00]  La payoaca
[1:23:49.00]-[1:23:51.00]  Pues
[1:23:51.00]-[1:23:53.00]  Pues el TDC que sale muy poco grano
[1:23:53.00]-[1:23:55.00]  Entonces
[1:23:55.00]-[1:23:57.00]  La payoaca
[1:23:57.00]-[1:23:59.00]  Se desgrana
[1:23:59.00]-[1:24:01.00]  Ese grano se queda enterrado en la tierra
[1:24:01.00]-[1:24:03.00]  Y dura no sé cuántos años
[1:24:03.00]-[1:24:05.00]  Y cuando labras en una ocasión que no le gusta
[1:24:05.00]-[1:24:07.00]  Pup sale la payoaca
[1:24:07.00]-[1:24:09.00]  Y una forma de matarla es
[1:24:09.00]-[1:24:11.00]  En invierno con la tierra
[1:24:11.00]-[1:24:13.00]  Bien sazonada y en mengua
[1:24:13.00]-[1:24:15.00]  Se muere la
[1:24:15.00]-[1:24:17.00]  La payoaca
[1:24:17.00]-[1:24:19.00]  Yo he observado
[1:24:19.00]-[1:24:21.00]  Cuando trabajaba tanta tierra
[1:24:21.00]-[1:24:23.00]  Pues estoy vacilado en invierno
[1:24:23.00]-[1:24:25.00]  Cuando trabajaba
[1:24:25.00]-[1:24:27.00]  Con la tierra alta
[1:24:27.00]-[1:24:29.00]  Y por las orillas me salían
[1:24:29.00]-[1:24:31.00]  Matorrones de racha
[1:24:31.00]-[1:24:33.00]  Y dentro del sembrón
[1:24:33.00]-[1:24:35.00]  Me ha matado
[1:24:35.00]-[1:24:37.00]  Y una pregunta
[1:24:37.00]-[1:24:39.00]  Si lo das no influye salía mejor cuando había mengua
[1:24:39.00]-[1:24:41.00]  Mejor
[1:24:41.00]-[1:24:43.00]  Pero de sabor o porque salía
[1:24:43.00]-[1:24:45.00]  Pues que se conservaba mejor
[1:24:45.00]-[1:24:47.00]  Que se conservaba mejor
[1:24:47.00]-[1:24:49.00]  Duraba más eso
[1:24:49.00]-[1:24:51.00]  Y tú ten en cuenta que el jamón
[1:24:51.00]-[1:24:53.00]  Y las longanizas
[1:24:53.00]-[1:24:55.00]  Mira
[1:24:55.00]-[1:24:57.00]  Las mujeres lo hacían siempre lo mismo
[1:24:57.00]-[1:24:59.00]  Pero no salía igual que bueno
[1:24:59.00]-[1:25:01.00]  Todos los años
[1:25:01.00]-[1:25:03.00]  La longaniza por ejemplo
[1:25:03.00]-[1:25:05.00]  La longaniza
[1:25:05.00]-[1:25:07.00]  El año que no salía bien
[1:25:07.00]-[1:25:09.00]  Empezaba a poner
[1:25:09.00]-[1:25:11.00]  La amarilla
[1:25:11.00]-[1:25:13.00]  Y el jamón yo lo había comido
[1:25:13.00]-[1:25:15.00]  En mi caso siempre
[1:25:15.00]-[1:25:17.00]  Pero
[1:25:17.00]-[1:25:19.00]  A veces había habido una visita
[1:25:19.00]-[1:25:21.00]  Y te sacaban el jamón y
[1:25:21.00]-[1:25:23.00]  Mejor el pan solo
[1:25:23.00]-[1:25:25.00]  O sea tenías que comer
[1:25:25.00]-[1:25:27.00]  Por obligación
[1:25:27.00]-[1:25:29.00]  Por ejemplo si se siembran crecientes
[1:25:29.00]-[1:25:31.00]  Se hacen las
[1:25:31.00]-[1:25:33.00]  Las plantas más largas
[1:25:33.00]-[1:25:35.00]  Y se hacen en mengua
[1:25:35.00]-[1:25:37.00]  La planta muy alta y la
[1:25:37.00]-[1:25:39.00]  Pinocha o la mazorca
[1:25:39.00]-[1:25:41.00]  No está tan
[1:25:41.00]-[1:25:43.00]  Y casi todo
[1:25:43.00]-[1:25:45.00]  Hay alguna planta
[1:25:45.00]-[1:25:47.00]  Que ahora no te sé decir
[1:25:47.00]-[1:25:49.00]  Que va mejor en creciente
[1:25:49.00]-[1:25:51.00]  No sé si son los ajos o no sé qué
[1:25:51.00]-[1:25:53.00]  Hay alguna planta que va mejor
[1:25:53.00]-[1:25:55.00]  En creciente
[1:25:55.00]-[1:25:57.00]  Pero no, antes
[1:25:57.00]-[1:25:59.00]  Siempre miraban para que se hiciera
[1:25:59.00]-[1:26:01.00]  Mira ahora en mengua
[1:26:01.00]-[1:26:03.00]  En el
[1:26:03.00]-[1:26:05.00]  En el
[1:26:05.00]-[1:26:07.00]  El día que cambia
[1:26:07.00]-[1:26:09.00]  Por la noche que cambia
[1:26:09.00]-[1:26:11.00]  Por ejemplo
[1:26:11.00]-[1:26:13.00]  Ahora viene en el periódico
[1:26:13.00]-[1:26:15.00]  El final calendario tal día
[1:26:15.00]-[1:26:17.00]  Cambia de luna nueva
[1:26:17.00]-[1:26:19.00]  O luna llena
[1:26:19.00]-[1:26:21.00]  O cuarto menguante, cuarto creciente
[1:26:21.00]-[1:26:23.00]  Los cambios también los tenían
[1:26:23.00]-[1:26:25.00]  En cuenta
[1:26:25.00]-[1:26:27.00]  Pero si me permiten
[1:26:27.00]-[1:26:29.00]  Yo se ve que
[1:26:29.00]-[1:26:31.00]  Págame, págame
[1:26:31.00]-[1:26:33.00]  Si te iba a preguntar
[1:26:33.00]-[1:26:35.00]  Por cierto
[1:26:35.00]-[1:26:37.00]  Si me permiten una pregunta
[1:26:37.00]-[1:26:39.00]  Es que se dice que en varios pueblos
[1:26:39.00]-[1:26:41.00]  Hay como tradiciones
[1:26:41.00]-[1:26:43.00]  De la noche del novio, de la noche de
[1:26:43.00]-[1:26:45.00]  Bodas y bueno
[1:26:45.00]-[1:26:47.00]  Le iba a preguntar si también ahí
[1:26:47.00]-[1:26:49.00]  Bueno, cuando se casaron ustedes
[1:26:49.00]-[1:26:51.00]  Es como que
[1:26:51.00]-[1:26:53.00]  El resto del pueblo
[1:26:53.00]-[1:26:55.00]  Le está diciendo algunas cosas
[1:26:55.00]-[1:26:57.00]  A los novios que es que
[1:26:57.00]-[1:26:59.00]  Si que la noche de bodas que les
[1:26:59.00]-[1:27:01.00]  Hacen alguna fanilla
[1:27:01.00]-[1:27:03.00]  Ah si, alguna broma
[1:27:03.00]-[1:27:05.00]  ¿La hicieron a vos?
[1:27:05.00]-[1:27:07.00]  No, no, a mi no
[1:27:07.00]-[1:27:09.00]  ¿Y no hicieron fiesta de...
[1:27:09.00]-[1:27:11.00]  Si, eso si
[1:27:11.00]-[1:27:13.00]  Realmente muchos se van
[1:27:13.00]-[1:27:15.00]  Por la noche ya
[1:27:15.00]-[1:27:17.00]  Se van a decir que no, dios
[1:27:17.00]-[1:27:19.00]  ¿Y que la hicieron a usted de fiesta?
[1:27:19.00]-[1:27:21.00]  Pues nada que nos fuimos también
[1:27:21.00]-[1:27:23.00]  Ya en aquellos tiempos nos fuimos a Barcelona
[1:27:23.00]-[1:27:25.00]  ¿A Barcelona?
[1:27:25.00]-[1:27:27.00]  A Barcelona, si
[1:27:27.00]-[1:27:29.00]  ¿Aquí es el ministerio?
[1:27:29.00]-[1:27:31.00]  Bueno, aquella noche dormimos
[1:27:31.00]-[1:27:33.00]  En el ministerio, pero al día siguiente nos fuimos
[1:27:33.00]-[1:27:35.00]  ¿Por qué le quedaron?
[1:27:35.00]-[1:27:37.00]  Porque ella vivía en un pueblo muy alto que no había carretera
[1:27:37.00]-[1:27:39.00]  Pero el que podía se largaba
[1:27:39.00]-[1:27:41.00]  Para que nos hiciera prueba
[1:27:41.00]-[1:27:43.00]  Al día siguiente nos marchamos con mi hermana a Barcelona
[1:27:43.00]-[1:27:45.00]  ¿Y algunos no se quedaban?
[1:27:45.00]-[1:27:47.00]  Si, si, no, o sea nosotros no nos sentimos nada
[1:27:47.00]-[1:27:49.00]  ¿No hacían fiesta? ¿Sabían de juez?
[1:27:49.00]-[1:27:51.00]  Hacían baile
[1:27:51.00]-[1:27:53.00]  Hacían baile
[1:27:53.00]-[1:27:55.00]  ¿A usted lo habiáhano muchos?
[1:27:55.00]-[1:27:57.00]  No, no, poco a poco
[1:27:57.00]-[1:27:59.00]  Porque me mareo
[1:27:59.00]-[1:28:01.00]  ¿A ver?
[1:28:01.00]-[1:28:03.00]  Eso es muy malo
[1:28:03.00]-[1:28:05.00]  Pero yo esto si se quiere grabar no lo grabes
[1:28:05.00]-[1:28:07.00]  No, si yo grabo todo
[1:28:07.00]-[1:28:09.00]  Por la broma le grabo todo
[1:28:09.00]-[1:28:11.00]  Esto no es broma, no
[1:28:11.00]-[1:28:13.00]  Yo lo he ido a contar
[1:28:13.00]-[1:28:15.00]  Que
[1:28:15.00]-[1:28:17.00]  Hace esto ya muchos años
[1:28:17.00]-[1:28:19.00]  Pero por ejemplo había un
[1:28:19.00]-[1:28:21.00]  Pueblo en
[1:28:21.00]-[1:28:23.00]  Por ahí por la parte de Zaragoza
[1:28:23.00]-[1:28:25.00]  Que le llamaban
[1:28:25.00]-[1:28:27.00]  De verdad que eran moratas del conde
[1:28:27.00]-[1:28:29.00]  Y que todas las chicas
[1:28:29.00]-[1:28:31.00]  El día de la boda dormían con el conde
[1:28:31.00]-[1:28:33.00]  ¿Si?
[1:28:33.00]-[1:28:35.00]  Ahora antes no
[1:28:35.00]-[1:28:37.00]  Ahora eso no perdonía
[1:28:37.00]-[1:28:39.00]  Pero en aquellos años
[1:28:39.00]-[1:28:41.00]  Donde eran condados
[1:28:41.00]-[1:28:43.00]  Y era, había uno
[1:28:43.00]-[1:28:45.00]  Y toda la comarca
[1:28:45.00]-[1:28:47.00]  Pues
[1:28:47.00]-[1:28:49.00]  ¿Se acasaban muchas?
[1:28:49.00]-[1:28:51.00]  Que se abusaban del poder que tenían
[1:28:51.00]-[1:28:53.00]  Porque todos tenían ese trabajo de ellos
[1:28:53.00]-[1:28:55.00]  Hasta que
[1:28:55.00]-[1:28:57.00]  Ahora eso no pasaría
[1:28:57.00]-[1:28:59.00]  Ni
[1:28:59.00]-[1:29:01.00]  Yo he de decir que ha ocurrido
[1:29:01.00]-[1:29:03.00]  Si
[1:29:03.00]-[1:29:05.00]  Por lo menos ese pueblo
[1:29:05.00]-[1:29:07.00]  Se llamaba moratas del conde
[1:29:07.00]-[1:29:09.00]  Porque desde los últimos
[1:29:09.00]-[1:29:11.00]  Que
[1:29:11.00]-[1:29:13.00]  Existió esa
[1:29:13.00]-[1:29:15.00]  Esa costumbre
[1:29:15.00]-[1:29:17.00]  Que es muy duro eso
[1:29:17.00]-[1:29:19.00]  Eso es como
[1:29:19.00]-[1:29:21.00]  Casi como los tiempos de los estados
[1:29:21.00]-[1:29:23.00]  Bueno que te tengas que casar
[1:29:23.00]-[1:29:25.00]  Y antes de casarte
[1:29:25.00]-[1:29:27.00]  De aquí con el conde
[1:29:27.00]-[1:29:29.00]  Si fuese guapo y simpático
[1:29:29.00]-[1:29:31.00]  Nunca habría
[1:29:31.00]-[1:29:33.00]  Pero si es que va peor
[1:29:33.00]-[1:29:35.00]  Y no es simpático
[1:29:35.00]-[1:29:37.00]  Bueno que me va a hacer como una hermana
[1:29:37.00]-[1:29:39.00]  Porque esto
[1:29:39.00]-[1:29:41.00]  Hará siglos
[1:29:41.00]-[1:29:43.00]  Ya
[1:29:43.00]-[1:29:45.00]  Ya
[1:29:45.00]-[1:29:47.00]  Aquí
[1:29:47.00]-[1:29:49.00]  Aquí
[1:29:49.00]-[1:29:51.00]  En el pueblo este teníamos la costumbre
[1:29:51.00]-[1:29:53.00]  Es que
[1:29:53.00]-[1:29:55.00]  Fueron igual para chica
[1:29:55.00]-[1:29:57.00]  Que se casaba
[1:29:57.00]-[1:29:59.00]  A los hermosos del pueblo
[1:29:59.00]-[1:30:01.00]  Nos invitaban
[1:30:01.00]-[1:30:03.00]  Nos invitaban una noche
[1:30:03.00]-[1:30:05.00]  Ya había una
[1:30:05.00]-[1:30:07.00]  Comida establecida
[1:30:07.00]-[1:30:09.00]  Que le llamábamos
